from_id,to_id,day,packages,on_time_rate,distance_km,service
S16,Z266,4,92,0.911,4.59,standard
S18,Z267,4,205,0.876,10.55,standard
S07,Z268,4,320,0.858,7.38,standard
S08,Z269,4,83,0.702,14.47,standard
S08,Z270,4,115,0.734,19.41,standard
S24,Z271,4,146,0.904,11.6,standard
S07,Z272,4,232,0.875,12.48,standard
S15,Z273,4,219,0.897,7.9,standard
S08,Z274,4,28,0.746,10.92,standard
S21,Z275,4,207,0.849,9.65,standard
S08,Z276,4,146,0.726,23.93,standard
S08,Z277,4,159,0.693,30.22,standard
S08,Z278,4,209,0.736,26.46,standard
S08,Z279,4,201,0.735,13.22,standard
S02,Z280,4,221,0.889,6.74,standard
S07,Z281,4,141,0.886,2.81,standard
S14,Z282,4,174,0.915,15.06,standard
S21,Z283,4,71,0.896,16.98,standard
S23,Z284,4,236,0.906,3.64,standard
S11,Z285,4,237,0.855,6.92,standard
S14,Z001,5,266,0.911,7.59,standard
S09,Z002,5,166,0.822,36.87,standard
S14,Z003,5,76,0.905,20.23,same_day
S15,Z004,5,314,0.902,3.64,standard
S02,Z005,5,44,0.928,6.55,standard
S09,Z006,5,224,0.828,33.46,standard
S09,Z007,5,34,0.83,31.73,standard
S21,Z008,5,114,0.9,18.89,same_day
S09,Z009,5,185,0.815,40.49,standard
S14,Z010,5,405,0.942,2.12,same_day
S10,Z011,5,148,0.932,4.35,standard
S19,Z012,5,65,0.905,7.72,standard
S15,Z013,5,137,0.927,4.72,same_day
S09,Z014,5,362,0.876,9.74,standard
S01,Z015,5,264,0.886,24.92,standard
S18,Z016,5,68,0.913,11.93,standard
S01,Z017,5,210,0.956,13.08,same_day
S18,Z018,5,106,0.87,5.48,standard
S03,Z019,5,68,0.868,1.6,standard
S10,Z020,5,357,0.923,22.97,same_day
S13,Z021,5,201,0.887,2.23,standard
S15,Z022,5,127,0.927,8.1,same_day
S10,Z023,5,227,0.889,17.3,standard
S18,Z024,5,145,0.891,6.14,standard
S24,Z025,5,56,0.892,6.51,standard
S23,Z026,5,150,0.837,12.94,standard
S14,Z027,5,90,0.91,9.3,standard
S14,Z028,5,158,0.948,11.37,same_day
S21,Z029,5,370,0.872,11.98,standard
S10,Z030,5,292,0.933,10.36,standard
S01,Z031,5,96,0.929,19.53,same_day
S09,Z032,5,270,0.867,25.23,standard
S09,Z033,5,175,0.799,12.42,standard
S09,Z034,5,204,0.78,56.42,standard
S09,Z035,5,190,0.815,28.15,standard
S24,Z036,5,178,0.931,6.75,same_day
S05,Z037,5,192,0.855,13.54,standard
S03,Z038,5,259,0.959,2.47,same_day
S12,Z039,5,245,0.868,12.4,standard
S09,Z040,5,114,0.905,6.72,standard
S07,Z041,5,151,0.863,9.55,standard
S14,Z042,5,128,0.888,7.24,standard
S10,Z043,5,166,0.949,7.26,same_day
S15,Z044,5,99,0.926,2.5,same_day
S23,Z045,5,42,0.851,4.07,standard
S10,Z046,5,348,0.912,23.76,standard
S21,Z047,5,45,0.904,1.73,standard
S09,Z048,5,237,0.842,26.46,standard
S18,Z049,5,28,0.903,4.12,standard
S01,Z050,5,302,0.91,8.62,standard
S14,Z051,5,135,0.882,11.64,standard
S01,Z052,5,202,0.916,12.41,standard
S21,Z053,5,137,0.891,5.97,standard
S01,Z054,5,189,0.909,10.79,standard
S18,Z055,5,118,0.825,8.65,standard
S07,Z056,5,249,0.878,4.63,standard
S09,Z057,5,180,0.892,20.85,standard
S22,Z058,5,195,0.889,1.72,standard
S09,Z059,5,256,0.841,8.69,standard
S09,Z060,5,203,0.84,29.37,standard
S09,Z061,5,147,0.817,44.17,standard
S10,Z062,5,133,0.976,16.11,same_day
S21,Z063,5,161,0.89,13.02,same_day
S02,Z064,5,89,0.912,8.04,standard
S12,Z065,5,87,0.9,14.76,standard
S11,Z066,5,349,0.918,6.9,standard
S09,Z067,5,41,0.895,5.63,standard
S21,Z068,5,218,0.918,24.91,standard
S10,Z069,5,341,0.915,5.26,same_day
S14,Z070,5,435,0.927,4.79,same_day
S22,Z071,5,73,0.871,8.35,standard
S10,Z072,5,67,0.95,12.58,same_day
S23,Z073,5,137,0.904,3.03,standard
S21,Z074,5,226,0.893,10.75,standard
S09,Z075,5,280,0.791,49.65,standard
S12,Z076,5,100,0.934,10.2,standard
S11,Z077,5,91,0.894,6.05,standard
S01,Z078,5,121,0.955,9.49,same_day
S14,Z079,5,335,0.911,14.55,standard
S09,Z080,5,25,0.849,14.83,standard
S14,Z081,5,172,0.896,5.83,standard
S05,Z082,5,50,0.823,15.55,standard
S07,Z083,5,56,0.878,4.53,standard
S16,Z084,5,312,0.888,2.53,standard
S21,Z085,5,40,0.903,19.66,standard
S18,Z086,5,125,0.905,3.41,standard
S14,Z087,5,422,0.928,7.58,same_day
S02,Z088,5,215,0.862,7.27,standard
S09,Z089,5,57,0.862,31.45,standard
S12,Z090,5,153,0.899,4.73,standard
S02,Z091,5,293,0.898,7.22,standard
S03,Z092,5,141,0.894,0.74,standard
S10,Z093,5,225,0.946,8.49,standard
S09,Z094,5,176,0.821,31.22,standard
S10,Z095,5,268,0.935,12.7,same_day
S10,Z096,5,116,0.917,14.9,same_day
S21,Z097,5,300,0.899,10.68,standard
S09,Z098,5,273,0.762,41.16,standard
S21,Z099,5,68,0.885,10.03,standard
S21,Z100,5,274,0.891,10.78,standard
S21,Z101,5,365,0.878,18.96,standard
S10,Z102,5,241,0.92,13.88,standard
S09,Z103,5,109,0.833,33.3,standard
S12,Z104,5,180,0.867,11.13,standard
S07,Z105,5,262,0.874,4.38,standard
S21,Z106,5,97,0.88,20.2,same_day
S12,Z107,5,344,0.914,15.41,same_day
S09,Z108,5,251,0.82,30.79,standard
S14,Z109,5,308,0.885,14.17,standard
S04,Z110,5,109,0.845,2.34,standard
S09,Z111,5,194,0.812,32.88,standard
S09,Z112,5,39,0.794,40.94,standard
S07,Z113,5,318,0.901,8.44,standard
S07,Z114,5,110,0.829,6.86,standard
S22,Z115,5,44,0.825,1.98,standard
S08,Z116,5,252,0.741,8.55,standard
S24,Z117,5,227,0.875,7.85,standard
S08,Z118,5,234,0.727,23.46,standard
S24,Z119,5,45,0.886,9.9,standard
S21,Z120,5,200,0.897,8.17,standard
S08,Z121,5,217,0.761,30.0,standard
S12,Z122,5,308,0.891,10.06,standard
S19,Z123,5,271,0.903,3.33,standard
S15,Z124,5,95,0.891,11.65,standard
S01,Z125,5,88,0.902,9.75,standard
S08,Z126,5,289,0.739,27.43,standard
S24,Z127,5,289,0.921,12.35,same_day
S05,Z128,5,175,0.841,5.72,standard
S05,Z129,5,97,0.836,7.77,standard
S08,Z130,5,210,0.748,12.01,standard
S08,Z131,5,232,0.754,2.49,standard
S11,Z132,5,33,0.928,5.87,standard
S10,Z133,5,245,0.961,6.83,same_day
S10,Z134,5,390,0.932,10.07,standard
S10,Z135,5,145,0.909,26.15,same_day
S01,Z136,5,108,0.923,23.17,standard
S05,Z137,5,272,0.875,2.3,standard
S18,Z138,5,49,0.893,2.39,standard
S08,Z139,5,164,0.763,17.78,standard
S08,Z140,5,162,0.772,18.59,standard
S08,Z141,5,234,0.767,13.03,standard
S24,Z142,5,86,0.887,9.22,standard
S24,Z143,5,178,0.903,3.54,standard
S18,Z144,5,92,0.9,3.88,standard
S24,Z145,5,265,0.907,4.29,standard
S08,Z146,5,137,0.733,18.83,standard
S21,Z147,5,205,0.913,10.53,standard
S08,Z148,5,150,0.764,19.3,standard
S22,Z149,5,90,0.884,2.52,standard
S01,Z150,5,412,0.942,4.69,same_day
S08,Z151,5,235,0.711,4.22,standard
S19,Z152,5,154,0.901,3.14,standard
S21,Z153,5,167,0.878,10.47,standard
S08,Z154,5,256,0.703,25.41,standard
S16,Z155,5,372,0.943,8.29,same_day
S02,Z156,5,249,0.934,14.81,same_day
S08,Z157,5,101,0.783,23.03,standard
S01,Z158,5,281,0.941,9.25,standard
S11,Z159,5,296,0.948,2.75,same_day
S10,Z160,5,248,0.886,17.88,standard
S08,Z161,5,37,0.769,13.81,standard
S02,Z162,5,162,0.88,10.1,standard
S14,Z163,5,275,0.915,14.08,same_day
S08,Z164,5,285,0.753,9.23,standard
S24,Z165,5,181,0.874,10.77,standard
S01,Z166,5,160,0.897,7.98,standard
S08,Z167,5,163,0.741,10.68,standard
S07,Z168,5,97,0.888,6.99,standard
S01,Z169,5,87,0.934,9.94,same_day
S01,Z170,5,315,0.916,27.02,same_day
S22,Z171,5,377,0.89,8.33,standard
S10,Z172,5,365,0.922,22.71,same_day
S21,Z173,5,241,0.899,24.53,standard
S10,Z174,5,56,0.906,10.89,standard
S01,Z175,5,304,0.909,16.87,standard
S08,Z176,5,127,0.748,19.01,standard
S21,Z177,5,98,0.861,20.21,standard
S02,Z178,5,245,0.905,2.34,standard
S01,Z179,5,292,0.961,13.43,standard
S10,Z180,5,339,0.895,17.05,same_day
S07,Z181,5,121,0.88,7.36,standard
S02,Z182,5,387,0.888,7.51,standard
S21,Z183,5,201,0.92,21.5,same_day
S14,Z184,5,240,0.947,4.46,same_day
S22,Z185,5,230,0.892,2.03,standard
S08,Z186,5,180,0.724,11.03,standard
S08,Z187,5,79,0.732,3.23,standard
S15,Z188,5,133,0.895,5.35,standard
S05,Z189,5,120,0.846,16.69,standard
S10,Z190,5,420,0.954,12.85,same_day
S10,Z191,5,301,0.963,23.74,same_day
S08,Z192,5,97,0.761,5.96,standard
S21,Z193,5,223,0.891,16.89,standard
S08,Z194,5,249,0.701,29.46,standard
S05,Z195,5,143,0.885,1.88,standard
S08,Z196,5,131,0.735,17.58,standard
S08,Z197,5,216,0.724,18.88,standard
S02,Z198,5,196,0.888,9.39,standard
S11,Z199,5,74,0.916,6.64,standard
S14,Z200,5,345,0.934,3.19,same_day
S24,Z201,5,245,0.915,9.51,standard
S21,Z202,5,159,0.893,12.16,standard
S12,Z203,5,304,0.891,9.2,standard
S24,Z204,5,334,0.889,5.43,standard
S08,Z205,5,131,0.766,19.77,standard
S03,Z206,5,148,0.867,4.92,standard
S08,Z207,5,101,0.782,16.78,standard
S14,Z208,5,199,0.935,12.95,standard
S13,Z209,5,129,0.859,0.48,standard
S24,Z210,5,105,0.864,9.86,standard
S22,Z211,5,268,0.876,5.06,standard
S08,Z212,5,135,0.752,12.05,standard
S05,Z213,5,152,0.872,6.28,standard
S24,Z214,5,191,0.933,6.44,same_day
S24,Z215,5,70,0.853,10.22,standard
S11,Z216,5,71,0.892,3.43,standard
S08,Z217,5,287,0.745,29.39,standard
S16,Z218,5,61,0.9,6.92,standard
S01,Z219,5,163,0.908,7.52,same_day
S09,Z220,5,204,0.866,3.22,standard
S10,Z221,5,87,0.895,19.1,same_day
S14,Z222,5,243,0.896,20.41,standard
S03,Z223,5,305,0.913,12.68,same_day
S15,Z224,5,292,0.952,9.71,same_day
S10,Z225,5,152,0.942,21.43,same_day
S08,Z226,5,29,0.756,16.32,standard
S10,Z227,5,357,0.926,6.57,standard
S14,Z228,5,177,0.956,11.04,same_day
S07,Z229,5,300,0.872,13.13,standard
S08,Z230,5,70,0.751,7.96,standard
S23,Z231,5,109,0.922,4.26,standard
S24,Z232,5,405,0.955,9.82,same_day
S21,Z233,5,375,0.927,24.03,standard
S08,Z234,5,255,0.761,21.03,standard
S10,Z235,5,343,0.94,15.58,same_day
S08,Z236,5,79,0.72,36.71,standard
S11,Z237,5,263,0.895,12.39,standard
S14,Z238,5,298,0.954,3.53,same_day
S09,Z239,5,80,0.884,7.02,standard
S08,Z240,5,65,0.748,18.78,standard
S09,Z241,5,316,0.901,5.51,standard
S01,Z242,5,112,0.917,18.37,standard
S21,Z243,5,255,0.927,23.01,standard
S12,Z244,5,51,0.87,10.66,standard
S08,Z245,5,125,0.766,28.29,standard
S21,Z246,5,134,0.876,21.34,standard
S05,Z247,5,80,0.887,4.71,standard
S23,Z248,5,236,0.868,8.08,standard
S08,Z249,5,301,0.743,15.08,standard
S24,Z250,5,365,0.89,8.91,standard
S01,Z251,5,309,0.919,5.41,same_day
S16,Z252,5,81,0.896,4.48,standard
S08,Z253,5,240,0.737,26.77,standard
S05,Z254,5,125,0.816,10.7,standard
S08,Z255,5,184,0.756,13.73,standard
S24,Z256,5,284,0.909,4.23,standard
S14,Z257,5,239,0.907,9.08,standard
S05,Z258,5,288,0.851,11.08,standard
S14,Z259,5,194,0.922,12.57,standard
S21,Z260,5,175,0.89,4.48,standard
S08,Z261,5,172,0.713,25.62,standard
S15,Z262,5,83,0.913,6.85,standard
S14,Z263,5,181,0.901,23.04,same_day
S22,Z264,5,228,0.898,5.14,standard
S05,Z265,5,42,0.819,16.83,standard
S16,Z266,5,90,0.908,4.59,standard
S18,Z267,5,222,0.883,10.55,standard
S07,Z268,5,325,0.847,7.38,standard
S08,Z269,5,80,0.723,14.47,standard
S08,Z270,5,115,0.719,19.41,standard
S24,Z271,5,143,0.915,11.6,standard
S07,Z272,5,275,0.888,12.48,standard
S15,Z273,5,221,0.921,7.9,standard
S08,Z274,5,35,0.712,10.92,standard
S21,Z275,5,196,0.88,9.65,standard
S08,Z276,5,131,0.717,23.93,standard
S08,Z277,5,199,0.684,30.22,standard
S08,Z278,5,253,0.71,26.46,standard
S08,Z279,5,223,0.715,13.22,standard
S02,Z280,5,251,0.885,6.74,standard
S07,Z281,5,130,0.894,2.81,standard
S14,Z282,5,173,0.909,15.06,standard
S21,Z283,5,101,0.871,16.98,standard
S23,Z284,5,288,0.895,3.64,standard
S11,Z285,5,274,0.871,6.92,standard
S14,Z001,6,455,0.811,7.59,standard
S09,Z002,6,238,0.737,36.87,standard
S14,Z003,6,135,0.865,20.23,same_day
S15,Z004,6,529,0.85,3.64,standard
S02,Z005,6,74,0.836,6.55,standard
S09,Z006,6,395,0.753,33.46,standard
S09,Z007,6,76,0.752,31.73,standard
S21,Z008,6,196,0.84,18.89,same_day
S09,Z009,6,322,0.732,40.49,standard
S14,Z010,6,704,0.874,2.12,same_day
S10,Z011,6,274,0.816,4.35,standard
S19,Z012,6,123,0.841,7.72,standard
S15,Z013,6,228,0.834,4.72,same_day
S09,Z014,6,675,0.775,9.74,standard
S01,Z015,6,407,0.828,24.92,standard
S18,Z016,6,149,0.815,11.93,standard
S01,Z017,6,358,0.888,13.08,same_day
S18,Z018,6,187,0.816,5.48,standard
S03,Z019,6,136,0.778,1.6,standard
S10,Z020,6,670,0.856,22.97,same_day
S13,Z021,6,410,0.846,2.23,standard
S15,Z022,6,199,0.832,8.1,same_day
S10,Z023,6,434,0.826,17.3,standard
S18,Z024,6,323,0.797,6.14,standard
S24,Z025,6,108,0.834,6.51,standard
S23,Z026,6,282,0.803,12.94,standard
S14,Z027,6,132,0.838,9.3,standard
S14,Z028,6,253,0.905,11.37,same_day
S21,Z029,6,658,0.815,11.98,standard
S10,Z030,6,485,0.861,10.36,standard
S01,Z031,6,163,0.821,19.53,same_day
S09,Z032,6,499,0.816,25.23,standard
S09,Z033,6,262,0.746,12.42,standard
S09,Z034,6,385,0.688,56.42,standard
S09,Z035,6,318,0.736,28.15,standard
S24,Z036,6,270,0.831,6.75,same_day
S05,Z037,6,366,0.804,13.54,standard
S03,Z038,6,500,0.825,2.47,same_day
S12,Z039,6,486,0.802,12.4,standard
S09,Z040,6,223,0.833,6.72,standard
S07,Z041,6,251,0.772,9.55,standard
S14,Z042,6,209,0.86,7.24,standard
S10,Z043,6,287,0.847,7.26,same_day
S15,Z044,6,186,0.859,2.5,same_day
S23,Z045,6,80,0.795,4.07,standard
S10,Z046,6,630,0.8,23.76,standard
S21,Z047,6,78,0.804,1.73,standard
S09,Z048,6,448,0.795,26.46,standard
S18,Z049,6,58,0.816,4.12,standard
S01,Z050,6,579,0.863,8.62,standard
S14,Z051,6,237,0.815,11.64,standard
S01,Z052,6,381,0.82,12.41,standard
S21,Z053,6,252,0.822,5.97,standard
S01,Z054,6,384,0.836,10.79,standard
S18,Z055,6,235,0.744,8.65,standard
S07,Z056,6,382,0.81,4.63,standard
S09,Z057,6,309,0.791,20.85,standard
S22,Z058,6,367,0.812,1.72,standard
S09,Z059,6,528,0.782,8.69,standard
S09,Z060,6,332,0.771,29.37,standard
S09,Z061,6,235,0.74,44.17,standard
S10,Z062,6,180,0.895,16.11,same_day
S21,Z063,6,294,0.86,13.02,same_day
S02,Z064,6,159,0.832,8.04,standard
S12,Z065,6,159,0.816,14.76,standard
S11,Z066,6,645,0.824,6.9,standard
S09,Z067,6,84,0.831,5.63,standard
S21,Z068,6,355,0.873,24.91,standard
S10,Z069,6,669,0.846,5.26,same_day
S14,Z070,6,684,0.832,4.79,same_day
S22,Z071,6,171,0.782,8.35,standard
S10,Z072,6,185,0.862,12.58,same_day
S23,Z073,6,230,0.823,3.03,standard
S21,Z074,6,369,0.82,10.75,standard
S09,Z075,6,480,0.686,49.65,standard
S12,Z076,6,220,0.835,10.2,standard
S11,Z077,6,176,0.85,6.05,standard
S01,Z078,6,247,0.88,9.49,same_day
S14,Z079,6,624,0.803,14.55,standard
S09,Z080,6,48,0.783,14.83,standard
S14,Z081,6,316,0.823,5.83,standard
S05,Z082,6,85,0.738,15.55,standard
S07,Z083,6,121,0.756,4.53,standard
S16,Z084,6,588,0.843,2.53,standard
S21,Z085,6,60,0.812,19.66,standard
S18,Z086,6,228,0.841,3.41,standard
S14,Z087,6,710,0.871,7.58,same_day
S02,Z088,6,415,0.831,7.27,standard
S09,Z089,6,80,0.779,31.45,standard
S12,Z090,6,282,0.875,4.73,standard
S02,Z091,6,547,0.795,7.22,standard
S03,Z092,6,276,0.796,0.74,standard
S10,Z093,6,385,0.877,8.49,standard
S09,Z094,6,315,0.74,31.22,standard
S10,Z095,6,517,0.841,12.7,same_day
S10,Z096,6,226,0.837,14.9,same_day
S21,Z097,6,563,0.82,10.68,standard
S09,Z098,6,393,0.724,41.16,standard
S21,Z099,6,153,0.826,10.03,standard
S21,Z100,6,554,0.808,10.78,standard
S21,Z101,6,638,0.832,18.96,standard
S10,Z102,6,404,0.818,13.88,standard
S09,Z103,6,196,0.776,33.3,standard
S12,Z104,6,292,0.851,11.13,standard
S07,Z105,6,481,0.815,4.38,standard
S21,Z106,6,158,0.819,20.2,same_day
S12,Z107,6,614,0.839,15.41,same_day
S09,Z108,6,433,0.749,30.79,standard
S14,Z109,6,494,0.807,14.17,standard
S04,Z110,6,245,0.795,2.34,standard
S09,Z111,6,361,0.734,32.88,standard
S09,Z112,6,64,0.722,40.94,standard
S07,Z113,6,636,0.819,8.44,standard
S07,Z114,6,182,0.792,6.86,standard
S22,Z115,6,86,0.776,1.98,standard
S08,Z116,6,439,0.628,8.55,standard
S24,Z117,6,442,0.813,7.85,standard
S08,Z118,6,438,0.65,23.46,standard
S24,Z119,6,78,0.828,9.9,standard
S21,Z120,6,427,0.824,8.17,standard
S08,Z121,6,371,0.663,30.0,standard
S12,Z122,6,545,0.863,10.06,standard
S19,Z123,6,530,0.842,3.33,standard
S15,Z124,6,142,0.822,11.65,standard
S01,Z125,6,148,0.843,9.75,standard
S08,Z126,6,446,0.64,27.43,standard
S24,Z127,6,486,0.874,12.35,same_day
S05,Z128,6,311,0.793,5.72,standard
S05,Z129,6,156,0.769,7.77,standard
S08,Z130,6,378,0.661,12.01,standard
S08,Z131,6,398,0.664,2.49,standard
S11,Z132,6,69,0.859,5.87,standard
S10,Z133,6,424,0.888,6.83,same_day
S10,Z134,6,688,0.86,10.07,standard
S10,Z135,6,276,0.828,26.15,same_day
S01,Z136,6,241,0.847,23.17,standard
S05,Z137,6,441,0.824,2.3,standard
S18,Z138,6,93,0.798,2.39,standard
S08,Z139,6,266,0.623,17.78,standard
S08,Z140,6,348,0.637,18.59,standard
S08,Z141,6,451,0.622,13.03,standard
S24,Z142,6,129,0.807,9.22,standard
S24,Z143,6,302,0.862,3.54,standard
S18,Z144,6,154,0.827,3.88,standard
S24,Z145,6,526,0.837,4.29,standard
S08,Z146,6,291,0.606,18.83,standard
S21,Z147,6,360,0.835,10.53,standard
S08,Z148,6,290,0.63,19.3,standard
S22,Z149,6,149,0.822,2.52,standard
S01,Z150,6,672,0.878,4.69,same_day
S08,Z151,6,404,0.615,4.22,standard
S19,Z152,6,263,0.823,3.14,standard
S21,Z153,6,295,0.842,10.47,standard
S08,Z154,6,386,0.581,25.41,standard
S16,Z155,6,651,0.875,8.29,same_day
S02,Z156,6,419,0.847,14.81,same_day
S08,Z157,6,204,0.67,23.03,standard
S01,Z158,6,479,0.856,9.25,standard
S11,Z159,6,537,0.847,2.75,same_day
S10,Z160,6,436,0.867,17.88,standard
S08,Z161,6,75,0.63,13.81,standard
S02,Z162,6,305,0.807,10.1,standard
S14,Z163,6,505,0.866,14.08,same_day
S08,Z164,6,463,0.622,9.23,standard
S24,Z165,6,311,0.814,10.77,standard
S01,Z166,6,282,0.849,7.98,standard
S08,Z167,6,252,0.625,10.68,standard
S07,Z168,6,148,0.824,6.99,standard
S01,Z169,6,154,0.86,9.94,same_day
S01,Z170,6,562,0.846,27.02,same_day
S22,Z171,6,700,0.84,8.33,standard
S10,Z172,6,678,0.854,22.71,same_day
S21,Z173,6,432,0.842,24.53,standard
S10,Z174,6,99,0.853,10.89,standard
S01,Z175,6,573,0.832,16.87,standard
S08,Z176,6,209,0.614,19.01,standard
S21,Z177,6,187,0.788,20.21,standard
S02,Z178,6,460,0.864,2.34,standard
S01,Z179,6,470,0.858,13.43,standard
S10,Z180,6,599,0.832,17.05,same_day
S07,Z181,6,211,0.829,7.36,standard
S02,Z182,6,756,0.832,7.51,standard
S21,Z183,6,387,0.835,21.5,same_day
S14,Z184,6,465,0.866,4.46,same_day
S22,Z185,6,422,0.812,2.03,standard
S08,Z186,6,373,0.605,11.03,standard
S08,Z187,6,163,0.628,3.23,standard
S15,Z188,6,236,0.842,5.35,standard
S05,Z189,6,224,0.764,16.69,standard
S10,Z190,6,798,0.852,12.85,same_day
S10,Z191,6,632,0.882,23.74,same_day
S08,Z192,6,200,0.629,5.96,standard
S21,Z193,6,446,0.837,16.89,standard
S08,Z194,6,385,0.59,29.46,standard
S05,Z195,6,257,0.809,1.88,standard
S08,Z196,6,244,0.619,17.58,standard
S08,Z197,6,396,0.589,18.88,standard
S02,Z198,6,424,0.819,9.39,standard
S11,Z199,6,150,0.805,6.64,standard
S14,Z200,6,560,0.842,3.19,same_day
S24,Z201,6,497,0.837,9.51,standard
S21,Z202,6,327,0.817,12.16,standard
S12,Z203,6,580,0.856,9.2,standard
S24,Z204,6,575,0.822,5.43,standard
S08,Z205,6,240,0.614,19.77,standard
S03,Z206,6,292,0.826,4.92,standard
S08,Z207,6,171,0.65,16.78,standard
S14,Z208,6,377,0.802,12.95,standard
S13,Z209,6,237,0.799,0.48,standard
S24,Z210,6,155,0.791,9.86,standard
S22,Z211,6,528,0.81,5.06,standard
S08,Z212,6,320,0.649,12.05,standard
S05,Z213,6,281,0.81,6.28,standard
S24,Z214,6,373,0.839,6.44,same_day
S24,Z215,6,178,0.785,10.22,standard
S11,Z216,6,122,0.824,3.43,standard
S08,Z217,6,546,0.623,29.39,standard
S16,Z218,6,109,0.803,6.92,standard
S01,Z219,6,296,0.854,7.52,same_day
S09,Z220,6,346,0.806,3.22,standard
S10,Z221,6,181,0.867,19.1,same_day
S14,Z222,6,510,0.854,20.41,standard
S03,Z223,6,535,0.811,12.68,same_day
S15,Z224,6,520,0.874,9.71,same_day
S10,Z225,6,299,0.872,21.43,same_day
S08,Z226,6,75,0.63,16.32,standard
S10,Z227,6,669,0.856,6.57,standard
S14,Z228,6,328,0.863,11.04,same_day
S07,Z229,6,517,0.785,13.13,standard
S08,Z230,6,156,0.647,7.96,standard
S23,Z231,6,173,0.811,4.26,standard
S24,Z232,6,710,0.911,9.82,same_day
S21,Z233,6,673,0.816,24.03,standard
S08,Z234,6,503,0.63,21.03,standard
S10,Z235,6,553,0.887,15.58,same_day
S08,Z236,6,155,0.579,36.71,standard
S11,Z237,6,520,0.803,12.39,standard
S14,Z238,6,554,0.857,3.53,same_day
S09,Z239,6,158,0.843,7.02,standard
S08,Z240,6,128,0.65,18.78,standard
S09,Z241,6,603,0.8,5.51,standard
S01,Z242,6,222,0.863,18.37,standard
S21,Z243,6,457,0.839,23.01,standard
S12,Z244,6,141,0.812,10.66,standard
S08,Z245,6,223,0.641,28.29,standard
S21,Z246,6,240,0.791,21.34,standard
S05,Z247,6,168,0.761,4.71,standard
S23,Z248,6,412,0.819,8.08,standard
S08,Z249,6,597,0.637,15.08,standard
S24,Z250,6,665,0.827,8.91,standard
S01,Z251,6,552,0.876,5.41,same_day
S16,Z252,6,160,0.814,4.48,standard
S08,Z253,6,468,0.6,26.77,standard
S05,Z254,6,207,0.748,10.7,standard
S08,Z255,6,297,0.615,13.73,standard
S24,Z256,6,482,0.826,4.23,standard
S14,Z257,6,403,0.846,9.08,standard
S05,Z258,6,506,0.793,11.08,standard
S14,Z259,6,361,0.828,12.57,standard
S21,Z260,6,340,0.774,4.48,standard
S08,Z261,6,366,0.56,25.62,standard
S15,Z262,6,186,0.876,6.85,standard
S14,Z263,6,266,0.839,23.04,same_day
S22,Z264,6,423,0.796,5.14,standard
S05,Z265,6,89,0.765,16.83,standard
S16,Z266,6,200,0.819,4.59,standard
S18,Z267,6,385,0.784,10.55,standard
S07,Z268,6,561,0.778,7.38,standard
S08,Z269,6,156,0.591,14.47,standard
S08,Z270,6,267,0.606,19.41,standard
S24,Z271,6,284,0.818,11.6,standard
S07,Z272,6,480,0.784,12.48,standard
S15,Z273,6,388,0.844,7.9,standard
S08,Z274,6,53,0.623,10.92,standard
S21,Z275,6,351,0.796,9.65,standard
S08,Z276,6,274,0.619,23.93,standard
S08,Z277,6,357,0.551,30.22,standard
S08,Z278,6,469,0.598,26.46,standard
S08,Z279,6,411,0.636,13.22,standard
S02,Z280,6,489,0.841,6.74,standard
S07,Z281,6,253,0.801,2.81,standard
S14,Z282,6,328,0.805,15.06,standard
S21,Z283,6,169,0.843,16.98,standard
S23,Z284,6,480,0.807,3.64,standard
S11,Z285,6,484,0.773,6.92,standard
S14,Z001,7,193,0.871,7.59,standard
S09,Z002,7,88,0.814,36.87,standard
S14,Z003,7,52,0.921,20.23,same_day
S15,Z004,7,191,0.911,3.64,standard
S02,Z005,7,39,0.918,6.55,standard
S09,Z006,7,138,0.806,33.46,standard
S09,Z007,7,14,0.811,31.73,standard
S21,Z008,7,68,0.894,18.89,same_day
S09,Z009,7,110,0.807,40.49,standard
S14,Z010,7,247,0.92,2.12,same_day
S10,Z011,7,90,0.943,4.35,standard
S19,Z012,7,47,0.858,7.72,standard
S15,Z013,7,84,0.933,4.72,same_day
S09,Z014,7,188,0.886,9.74,standard
S01,Z015,7,156,0.881,24.92,standard
S18,Z016,7,50,0.869,11.93,standard
S01,Z017,7,139,0.968,13.08,same_day
S18,Z018,7,63,0.901,5.48,standard
S03,Z019,7,49,0.867,1.6,standard
S10,Z020,7,214,0.936,22.97,same_day
S13,Z021,7,125,0.892,2.23,standard
S15,Z022,7,67,0.897,8.1,same_day
S10,Z023,7,156,0.922,17.3,standard
S18,Z024,7,126,0.883,6.14,standard
S24,Z025,7,38,0.924,6.51,standard
S23,Z026,7,90,0.873,12.94,standard
S14,Z027,7,63,0.947,9.3,standard
S14,Z028,7,97,0.951,11.37,same_day
S21,Z029,7,220,0.901,11.98,standard
S10,Z030,7,197,0.918,10.36,standard
S01,Z031,7,58,0.935,19.53,same_day
S09,Z032,7,168,0.836,25.23,standard
S09,Z033,7,106,0.82,12.42,standard
S09,Z034,7,137,0.769,56.42,standard
S09,Z035,7,124,0.808,28.15,standard
S24,Z036,7,118,0.927,6.75,same_day
S05,Z037,7,127,0.86,13.54,standard
S03,Z038,7,161,0.909,2.47,same_day
S12,Z039,7,160,0.89,12.4,standard
