from_id,to_id,quarter,instrument,invested_usd,pledged_usd
I031,P090,2026Q3,equity,1189000,326000
I031,P090,2026Q4,equity,1224000,291000
I028,P090,2025Q4,equity,156000,268000
I028,P090,2026Q1,equity,246000,178000
I028,P090,2026Q2,equity,307000,116000
I028,P090,2026Q3,equity,348000,75000
I028,P090,2026Q4,equity,374000,49000
B12,P090,2024Q1,debt,15231000,16342000
B12,P090,2024Q2,debt,23853000,7720000
B12,P090,2024Q3,debt,27576000,3997000
B12,P090,2024Q4,debt,28824000,2750000
B12,P090,2025Q1,debt,30331000,1243000
B12,P090,2025Q2,debt,26331000,5243000
B12,P090,2025Q3,debt,27870000,3703000
B12,P090,2025Q4,debt,27631000,3943000
B12,P090,2026Q1,debt,28981000,2592000
B12,P090,2026Q2,debt,29521000,2052000
B12,P090,2026Q3,debt,30286000,1287000
B12,P090,2026Q4,debt,29795000,1779000
B11,P090,2024Q2,debt,7925000,10402000
B11,P090,2024Q3,debt,12108000,6219000
B11,P090,2024Q4,debt,14139000,4188000
B11,P090,2025Q1,debt,15622000,2706000
B11,P090,2025Q2,debt,12909000,5418000
B11,P090,2025Q3,debt,13683000,4645000
B11,P090,2025Q4,debt,14308000,4019000
B11,P090,2026Q1,debt,15123000,3204000
B11,P090,2026Q2,debt,14968000,3360000
B11,P090,2026Q3,debt,15359000,2969000
B11,P090,2026Q4,debt,15249000,3079000
I038,P091,2024Q3,equity,2791000,4774000
I038,P091,2024Q4,equity,4479000,3086000
I038,P091,2025Q1,equity,5469000,2096000
I038,P091,2025Q2,equity,6237000,1328000
I038,P091,2025Q3,equity,6769000,797000
I038,P091,2025Q4,equity,6951000,614000
I038,P091,2026Q1,equity,7092000,473000
I038,P091,2026Q2,equity,7190000,376000
I038,P091,2026Q3,equity,7409000,156000
I038,P091,2026Q4,equity,7353000,212000
I016,P091,2024Q3,equity,14313000,34208000
I016,P091,2024Q4,equity,24120000,24400000
I016,P091,2025Q1,equity,29953000,18568000
I016,P091,2025Q2,equity,33656000,14864000
I016,P091,2025Q3,equity,36450000,12071000
I016,P091,2025Q4,equity,38422000,10099000
I016,P091,2026Q1,equity,39389000,9132000
I016,P091,2026Q2,equity,39910000,8610000
I016,P091,2026Q3,equity,39684000,8837000
I016,P091,2026Q4,equity,39677000,8844000
B11,P091,2025Q2,debt,9205000,28205000
B11,P091,2025Q3,debt,16069000,21341000
B11,P091,2025Q4,debt,21277000,16133000
B11,P091,2026Q1,debt,24531000,12879000
B11,P091,2026Q2,debt,27642000,9768000
B11,P091,2026Q3,debt,28965000,8445000
B11,P091,2026Q4,debt,29927000,7483000
B04,P091,2024Q1,debt,17957000,20766000
B04,P091,2024Q2,debt,26678000,12045000
B04,P091,2024Q3,debt,30911000,7812000
B04,P091,2024Q4,debt,34109000,4614000
B04,P091,2025Q1,debt,35886000,2838000
B04,P091,2025Q2,debt,30326000,8398000
B04,P091,2025Q3,debt,31904000,6819000
B04,P091,2025Q4,debt,33825000,4898000
B04,P091,2026Q1,debt,32671000,6053000
B04,P091,2026Q2,debt,35825000,2898000
B04,P091,2026Q3,debt,36592000,2132000
B04,P091,2026Q4,debt,33286000,5437000
I057,P092,2025Q4,equity,1942000,4257000
I057,P092,2026Q1,equity,3141000,3058000
I057,P092,2026Q2,equity,3958000,2242000
I057,P092,2026Q3,equity,4446000,1754000
I057,P092,2026Q4,equity,4883000,1316000
I059,P092,2024Q2,equity,10000,35000
I059,P092,2024Q3,equity,17000,28000
I059,P092,2024Q4,equity,21000,23000
I059,P092,2025Q1,equity,23000,22000
I059,P092,2025Q2,equity,24000,20000
I059,P092,2025Q3,equity,27000,17000
I059,P092,2025Q4,equity,27000,18000
I059,P092,2026Q1,equity,27000,17000
I059,P092,2026Q2,equity,27000,17000
I059,P092,2026Q3,equity,28000,16000
I059,P092,2026Q4,equity,29000,16000
I055,P092,2025Q2,equity,148000,317000
I055,P092,2025Q3,equity,232000,233000
I055,P092,2025Q4,equity,290000,175000
I055,P092,2026Q1,equity,333000,131000
I055,P092,2026Q2,equity,358000,106000
I055,P092,2026Q3,equity,362000,102000
I055,P092,2026Q4,equity,391000,73000
B05,P092,2024Q2,mezzanine,4397000,10107000
B05,P092,2024Q3,mezzanine,7056000,7448000
B05,P092,2024Q4,mezzanine,8276000,6228000
B05,P092,2025Q1,mezzanine,9295000,5209000
B05,P092,2025Q2,mezzanine,7083000,7421000
B05,P092,2025Q3,mezzanine,8043000,6461000
B05,P092,2025Q4,mezzanine,8399000,6105000
B05,P092,2026Q1,mezzanine,8716000,5788000
B05,P092,2026Q2,mezzanine,9195000,5309000
B05,P092,2026Q3,mezzanine,9427000,5077000
B05,P092,2026Q4,mezzanine,9664000,4840000
I047,P093,2024Q3,equity,3865000,8057000
I047,P093,2024Q4,equity,6115000,5808000
I047,P093,2025Q1,equity,8023000,3899000
I047,P093,2025Q2,equity,8506000,3416000
I047,P093,2025Q3,equity,9667000,2255000
I047,P093,2025Q4,equity,9566000,2357000
I047,P093,2026Q1,equity,10019000,1903000
I047,P093,2026Q2,equity,10082000,1840000
I047,P093,2026Q3,equity,10215000,1708000
I047,P093,2026Q4,equity,10518000,1405000
I041,P093,2025Q4,equity,1878000,3886000
I041,P093,2026Q1,equity,2979000,2785000
I041,P093,2026Q2,equity,3763000,2001000
I041,P093,2026Q3,equity,4158000,1606000
I041,P093,2026Q4,equity,4438000,1326000
I043,P093,2024Q1,equity,4033000,10488000
I043,P093,2024Q2,equity,6700000,7821000
I043,P093,2024Q3,equity,8480000,6042000
I043,P093,2024Q4,equity,9144000,5377000
I043,P093,2025Q1,equity,10181000,4341000
I043,P093,2025Q2,equity,10947000,3574000
I043,P093,2025Q3,equity,11147000,3374000
I043,P093,2025Q4,equity,10950000,3572000
I043,P093,2026Q1,equity,10880000,3642000
I043,P093,2026Q2,equity,11368000,3154000
I043,P093,2026Q3,equity,10786000,3736000
I043,P093,2026Q4,equity,11591000,2931000
B04,P093,2025Q1,debt,30483000,36046000
B04,P093,2025Q2,debt,26359000,40169000
B04,P093,2025Q3,debt,36364000,30164000
B04,P093,2025Q4,debt,41759000,24769000
B04,P093,2026Q1,debt,46014000,20515000
B04,P093,2026Q2,debt,48229000,18299000
B04,P093,2026Q3,debt,52591000,13937000
B04,P093,2026Q4,debt,54439000,12090000
I041,P094,2024Q1,equity,1418000,3903000
I041,P094,2024Q2,equity,2287000,3034000
I041,P094,2024Q3,equity,2765000,2556000
I041,P094,2024Q4,equity,3090000,2231000
I041,P094,2025Q1,equity,3287000,2034000
I041,P094,2025Q2,equity,3628000,1693000
I041,P094,2025Q3,equity,3560000,1761000
I041,P094,2025Q4,equity,3784000,1538000
I041,P094,2026Q1,equity,3751000,1570000
I041,P094,2026Q2,equity,3761000,1561000
I041,P094,2026Q3,equity,3728000,1593000
I041,P094,2026Q4,equity,3811000,1511000
I012,P094,2025Q1,equity,640000,2248000
I012,P094,2025Q2,equity,1071000,1817000
I012,P094,2025Q3,equity,1315000,1573000
I012,P094,2025Q4,equity,1462000,1426000
I012,P094,2026Q1,equity,1612000,1276000
I012,P094,2026Q2,equity,1658000,1230000
I012,P094,2026Q3,equity,1721000,1167000
I012,P094,2026Q4,equity,1716000,1172000
B06,P094,2025Q3,debt,4049000,13808000
B06,P094,2025Q4,debt,7427000,10430000
B06,P094,2026Q1,debt,9679000,8179000
B06,P094,2026Q2,debt,11195000,6662000
B06,P094,2026Q3,debt,12084000,5774000
B06,P094,2026Q4,debt,12959000,4898000
I011,P095,2024Q1,equity,5848000,14061000
I011,P095,2024Q2,equity,9523000,10385000
I011,P095,2024Q3,equity,12491000,7418000
I011,P095,2024Q4,equity,13554000,6355000
I011,P095,2025Q1,equity,15055000,4854000
I011,P095,2025Q2,equity,14737000,5172000
I011,P095,2025Q3,equity,15718000,4190000
I011,P095,2025Q4,equity,16464000,3444000
I011,P095,2026Q1,equity,15980000,3929000
I011,P095,2026Q2,equity,15988000,3921000
I011,P095,2026Q3,equity,15761000,4147000
I011,P095,2026Q4,equity,16530000,3378000
B15,P095,2025Q2,debt,9243000,25850000
B15,P095,2025Q3,debt,16208000,18885000
B15,P095,2025Q4,debt,20714000,14379000
B15,P095,2026Q1,debt,25662000,9431000
B15,P095,2026Q2,debt,28187000,6906000
B15,P095,2026Q3,debt,29475000,5618000
B15,P095,2026Q4,debt,30198000,4895000
B07,P095,2024Q1,debt,2281000,2329000
B07,P095,2024Q2,debt,3363000,1248000
B07,P095,2024Q3,debt,3864000,746000
B07,P095,2024Q4,debt,4231000,379000
B07,P095,2025Q1,debt,4298000,313000
B07,P095,2025Q2,debt,3826000,784000
B07,P095,2025Q3,debt,4122000,489000
B07,P095,2025Q4,debt,4166000,445000
B07,P095,2026Q1,debt,4327000,284000
B07,P095,2026Q2,debt,4305000,305000
B07,P095,2026Q3,debt,4427000,183000
B07,P095,2026Q4,debt,4631000,0
I001,P096,2024Q4,equity,5454000,14754000
I001,P096,2025Q1,equity,9063000,11145000
I001,P096,2025Q2,equity,8712000,8047000
I001,P096,2025Q3,equity,9267000,7658000
I001,P096,2025Q4,equity,8908000,7910000
I001,P096,2026Q1,equity,9183000,7717000
I001,P096,2026Q2,equity,8972000,7865000
I001,P096,2026Q3,equity,9104000,7773000
I001,P096,2026Q4,equity,9115000,7765000
I055,P096,2025Q3,equity,3769000,5364000
I055,P096,2025Q4,equity,3633000,5460000
I055,P096,2026Q1,equity,3746000,5380000
I055,P096,2026Q2,equity,3660000,5441000
I055,P096,2026Q3,equity,3715000,5403000
I055,P096,2026Q4,equity,3655000,5444000
B03,P096,2025Q3,debt,13848000,38090000
B03,P096,2025Q4,debt,13537000,38308000
B03,P096,2026Q1,debt,13902000,38052000
B03,P096,2026Q2,debt,13846000,38091000
B03,P096,2026Q3,debt,13684000,38204000
B03,P096,2026Q4,debt,13819000,38110000
I042,P097,2024Q1,equity,2711000,9579000
I042,P097,2024Q2,equity,4484000,7806000
I042,P097,2024Q3,equity,5499000,6791000
I042,P097,2024Q4,equity,6620000,5670000
I042,P097,2025Q1,equity,6921000,5369000
I042,P097,2025Q2,equity,7105000,5185000
I042,P097,2025Q3,equity,7421000,4869000
I042,P097,2025Q4,equity,7077000,5213000
I042,P097,2026Q1,equity,7063000,5227000
I042,P097,2026Q2,equity,7432000,4858000
I042,P097,2026Q3,equity,7315000,4976000
I042,P097,2026Q4,equity,7506000,4784000
I049,P097,2024Q3,equity,3657000,8161000
I049,P097,2024Q4,equity,6074000,5744000
I049,P097,2025Q1,equity,7275000,4543000
I049,P097,2025Q2,equity,8456000,3362000
I049,P097,2025Q3,equity,8994000,2825000
I049,P097,2025Q4,equity,9440000,2378000
I049,P097,2026Q1,equity,9520000,2299000
I049,P097,2026Q2,equity,10046000,1772000
I049,P097,2026Q3,equity,9855000,1964000
I049,P097,2026Q4,equity,10291000,1527000
B10,P097,2025Q2,debt,6434000,22532000
B10,P097,2025Q3,debt,10953000,18013000
B10,P097,2025Q4,debt,14249000,14717000
B10,P097,2026Q1,debt,17020000,11946000
B10,P097,2026Q2,debt,18494000,10472000
B10,P097,2026Q3,debt,18858000,10109000
B10,P097,2026Q4,debt,19597000,9369000
I019,P098,2024Q2,equity,6951000,15629000
I019,P098,2024Q3,equity,11373000,11207000
I019,P098,2024Q4,equity,14379000,8201000
I019,P098,2025Q1,equity,15608000,6972000
I019,P098,2025Q2,equity,16301000,6279000
I019,P098,2025Q3,equity,17302000,5278000
I019,P098,2025Q4,equity,17908000,4672000
I019,P098,2026Q1,equity,17828000,4752000
I019,P098,2026Q2,equity,18985000,3595000
I019,P098,2026Q3,equity,19326000,3254000
I019,P098,2026Q4,equity,18750000,3830000
B04,P098,2025Q1,debt,2354000,2852000
B04,P098,2025Q2,debt,2313000,2893000
B04,P098,2025Q3,debt,2939000,2267000
B04,P098,2025Q4,debt,3418000,1787000
B04,P098,2026Q1,debt,3843000,1363000
B04,P098,2026Q2,debt,4027000,1179000
B04,P098,2026Q3,debt,4283000,923000
B04,P098,2026Q4,debt,4286000,920000
B16,P098,2025Q2,debt,7348000,19535000
B16,P098,2025Q3,debt,12413000,14469000
B16,P098,2025Q4,debt,16646000,10236000
B16,P098,2026Q1,debt,18988000,7895000
B16,P098,2026Q2,debt,21047000,5836000
B16,P098,2026Q3,debt,22045000,4837000
B16,P098,2026Q4,debt,24039000,2843000
I043,P099,2025Q1,equity,2549000,6027000
I043,P099,2025Q2,equity,4216000,4360000
I043,P099,2025Q3,equity,5275000,3301000
I043,P099,2025Q4,equity,5728000,2848000
I043,P099,2026Q1,equity,6326000,2250000
I043,P099,2026Q2,equity,6732000,1844000
I043,P099,2026Q3,equity,6748000,1828000
I043,P099,2026Q4,equity,6879000,1697000
I006,P099,2024Q3,equity,7118000,16517000
I006,P099,2024Q4,equity,11590000,12045000
I006,P099,2025Q1,equity,14205000,9430000
I006,P099,2025Q2,equity,16331000,7304000
I006,P099,2025Q3,equity,17864000,5771000
I006,P099,2025Q4,equity,17879000,5756000
I006,P099,2026Q1,equity,18600000,5035000
I006,P099,2026Q2,equity,18518000,5117000
I006,P099,2026Q3,equity,19600000,4035000
I006,P099,2026Q4,equity,19326000,4309000
B10,P099,2025Q3,debt,19303000,52722000
B10,P099,2025Q4,debt,32526000,39499000
B10,P099,2026Q1,debt,42689000,29336000
B10,P099,2026Q2,debt,49587000,22438000
B10,P099,2026Q3,debt,55338000,16687000
B10,P099,2026Q4,debt,62176000,9849000
B11,P099,2024Q2,debt,250000,297000
B11,P099,2024Q3,debt,384000,164000
B11,P099,2024Q4,debt,436000,112000
B11,P099,2025Q1,debt,481000,66000
B11,P099,2025Q2,debt,392000,155000
B11,P099,2025Q3,debt,429000,119000
B11,P099,2025Q4,debt,450000,98000
B11,P099,2026Q1,debt,486000,62000
B11,P099,2026Q2,debt,481000,66000
B11,P099,2026Q3,debt,477000,70000
B11,P099,2026Q4,debt,496000,52000
I024,P100,2024Q4,equity,1043000,2422000
I024,P100,2025Q1,equity,1735000,1730000
I024,P100,2025Q2,equity,2193000,1272000
I024,P100,2025Q3,equity,2462000,1003000
I024,P100,2025Q4,equity,2643000,822000
I024,P100,2026Q1,equity,2702000,763000
I024,P100,2026Q2,equity,2927000,538000
I024,P100,2026Q3,equity,2811000,654000
I024,P100,2026Q4,equity,2911000,554000
I001,P100,2024Q4,equity,1254000,3468000
I001,P100,2025Q1,equity,2011000,2711000
I001,P100,2025Q2,equity,2462000,2260000
I001,P100,2025Q3,equity,2754000,1968000
I001,P100,2025Q4,equity,3019000,1703000
I001,P100,2026Q1,equity,3115000,1607000
I001,P100,2026Q2,equity,3258000,1464000
I001,P100,2026Q3,equity,3205000,1517000
I001,P100,2026Q4,equity,3385000,1336000
I033,P100,2024Q4,equity,413000,1406000
I033,P100,2025Q1,equity,694000,1126000
I033,P100,2025Q2,equity,834000,985000
I033,P100,2025Q3,equity,935000,885000
I033,P100,2025Q4,equity,1005000,814000
I033,P100,2026Q1,equity,1056000,764000
I033,P100,2026Q2,equity,1085000,734000
I033,P100,2026Q3,equity,1087000,733000
I033,P100,2026Q4,equity,1071000,748000
B02,P100,2024Q2,debt,7418000,10800000
B02,P100,2024Q3,debt,11308000,6910000
B02,P100,2024Q4,debt,13113000,5105000
B02,P100,2025Q1,debt,14332000,3886000
B02,P100,2025Q2,debt,12280000,5938000
B02,P100,2025Q3,debt,12843000,5375000
B02,P100,2025Q4,debt,13626000,4592000
B02,P100,2026Q1,debt,13914000,4305000
B02,P100,2026Q2,debt,14507000,3711000
B02,P100,2026Q3,debt,14792000,3426000
B02,P100,2026Q4,debt,14711000,3507000
I021,P101,2025Q4,equity,2150000,3852000
I021,P101,2026Q1,equity,2157000,3847000
I021,P101,2026Q2,equity,2144000,3856000
I021,P101,2026Q3,equity,2186000,3827000
I021,P101,2026Q4,equity,2128000,3868000
B12,P101,2024Q4,debt,5976000,10171000
B12,P101,2025Q1,debt,8555000,7592000
B12,P101,2025Q2,debt,5762000,7270000
B12,P101,2025Q3,debt,5545000,7421000
B12,P101,2025Q4,debt,5621000,7369000
B12,P101,2026Q1,debt,5732000,7290000
B12,P101,2026Q2,debt,5603000,7381000
B12,P101,2026Q3,debt,5731000,7291000
B12,P101,2026Q4,debt,5432000,7501000
I007,P102,2025Q1,equity,481000,1307000
I007,P102,2025Q2,equity,774000,1014000
I007,P102,2025Q3,equity,989000,799000
I007,P102,2025Q4,equity,1058000,730000
I007,P102,2026Q1,equity,1155000,633000
I007,P102,2026Q2,equity,1246000,542000
I007,P102,2026Q3,equity,1196000,592000
I007,P102,2026Q4,equity,1277000,511000
I011,P102,2025Q2,equity,2400000,7963000
I011,P102,2025Q3,equity,4042000,6321000
I011,P102,2025Q4,equity,4701000,5662000
I011,P102,2026Q1,equity,5646000,4717000
I011,P102,2026Q2,equity,5797000,4566000
I011,P102,2026Q3,equity,6058000,4304000
I011,P102,2026Q4,equity,6119000,4244000
B10,P102,2024Q3,debt,529000,733000
B10,P102,2024Q4,debt,768000,494000
B10,P102,2025Q1,debt,929000,334000
B10,P102,2025Q2,debt,737000,525000
B10,P102,2025Q3,debt,807000,456000
B10,P102,2025Q4,debt,876000,387000
B10,P102,2026Q1,debt,934000,328000
B10,P102,2026Q2,debt,953000,309000
B10,P102,2026Q3,debt,982000,280000
B10,P102,2026Q4,debt,1012000,250000
B15,P102,2024Q4,debt,6602000,8939000
B15,P102,2025Q1,debt,9612000,5930000
B15,P102,2025Q2,debt,7684000,7858000
B15,P102,2025Q3,debt,9210000,6332000
B15,P102,2025Q4,debt,10276000,5266000
B15,P102,2026Q1,debt,10580000,4962000
B15,P102,2026Q2,debt,11219000,4323000
B15,P102,2026Q3,debt,11635000,3907000
B15,P102,2026Q4,debt,12033000,3508000
I006,P103,2025Q3,equity,12825000,29923000
I006,P103,2025Q4,equity,20046000,22703000
I006,P103,2026Q1,equity,25035000,17713000
I006,P103,2026Q2,equity,28936000,13812000
I006,P103,2026Q3,equity,31112000,11637000
I006,P103,2026Q4,equity,31607000,11141000
B09,P103,2024Q4,debt,1432000,1732000
B09,P103,2025Q1,debt,2151000,1012000
B09,P103,2025Q2,debt,1746000,1417000
B09,P103,2025Q3,debt,2068000,1095000
B09,P103,2025Q4,debt,2253000,911000
B09,P103,2026Q1,debt,2516000,647000
B09,P103,2026Q2,debt,2586000,577000
B09,P103,2026Q3,debt,2604000,559000
B09,P103,2026Q4,debt,2715000,449000
B03,P103,2024Q4,debt,35334000,39967000
B03,P103,2025Q1,debt,51007000,24295000
B03,P103,2025Q2,debt,42533000,32768000
B03,P103,2025Q3,debt,49128000,26173000
B03,P103,2025Q4,debt,55960000,19341000
B03,P103,2026Q1,debt,59674000,15627000
B03,P103,2026Q2,debt,61210000,14092000
B03,P103,2026Q3,debt,62680000,12621000
B03,P103,2026Q4,debt,65154000,10147000
I019,P104,2025Q4,equity,3848000,13222000
I019,P104,2026Q1,equity,6538000,10532000
I019,P104,2026Q2,equity,7908000,9162000
I019,P104,2026Q3,equity,8825000,8246000
I019,P104,2026Q4,equity,9447000,7623000
B03,P104,2025Q4,debt,47000,191000
B03,P104,2026Q1,debt,79000,159000
B03,P104,2026Q2,debt,107000,131000
B03,P104,2026Q3,debt,119000,119000
B03,P104,2026Q4,debt,136000,102000
B13,P104,2025Q1,debt,8968000,12320000
B13,P104,2025Q2,debt,7789000,13499000
B13,P104,2025Q3,debt,11075000,10213000
B13,P104,2025Q4,debt,12368000,8920000
B13,P104,2026Q1,debt,13847000,7440000
B13,P104,2026Q2,debt,14951000,6336000
B13,P104,2026Q3,debt,15718000,5569000
B13,P104,2026Q4,debt,16100000,5188000
I029,P105,2024Q2,equity,1005000,1945000
I029,P105,2024Q3,equity,1686000,1264000
I029,P105,2024Q4,equity,2054000,895000
I029,P105,2025Q1,equity,2380000,569000
I029,P105,2025Q2,equity,2499000,450000
I029,P105,2025Q3,equity,2467000,482000
I029,P105,2025Q4,equity,2763000,186000
I029,P105,2026Q1,equity,2638000,311000
I029,P105,2026Q2,equity,2777000,172000
I029,P105,2026Q3,equity,2715000,234000
I029,P105,2026Q4,equity,2782000,167000
I008,P105,2024Q3,equity,8220000,24807000
I008,P105,2024Q4,equity,13820000,19207000
I008,P105,2025Q1,equity,16951000,16076000
I008,P105,2025Q2,equity,19804000,13222000
I008,P105,2025Q3,equity,20756000,12270000
I008,P105,2025Q4,equity,21856000,11171000
I008,P105,2026Q1,equity,21061000,11965000
I008,P105,2026Q2,equity,22333000,10694000
I008,P105,2026Q3,equity,22785000,10242000
I008,P105,2026Q4,equity,22846000,10181000
B16,P105,2025Q4,debt,16928000,53982000
B16,P105,2026Q1,debt,29527000,41383000
B16,P105,2026Q2,debt,39492000,31418000
B16,P105,2026Q3,debt,43148000,27762000
B16,P105,2026Q4,debt,50636000,20274000
I057,P106,2025Q1,equity,3612000,6644000
I057,P106,2025Q2,equity,5846000,4410000
I057,P106,2025Q3,equity,7484000,2773000
I057,P106,2025Q4,equity,8582000,1675000
I057,P106,2026Q1,equity,9164000,1093000
I057,P106,2026Q2,equity,9335000,921000
I057,P106,2026Q3,equity,9773000,483000
I057,P106,2026Q4,equity,9930000,326000
B02,P106,2024Q2,debt,11727000,13456000
B02,P106,2024Q3,debt,17571000,7613000
B02,P106,2024Q4,debt,21077000,4107000
B02,P106,2025Q1,debt,22167000,3017000
B02,P106,2025Q2,debt,18340000,6843000
B02,P106,2025Q3,debt,19377000,5806000
B02,P106,2025Q4,debt,21367000,3816000
B02,P106,2026Q1,debt,21484000,3699000
B02,P106,2026Q2,debt,22382000,2801000
B02,P106,2026Q3,debt,23170000,2013000
B02,P106,2026Q4,debt,22284000,2899000
I055,P107,2024Q1,equity,4944000,8850000
I055,P107,2024Q2,equity,8076000,5718000
I055,P107,2024Q3,equity,10192000,3601000
I055,P107,2024Q4,equity,11681000,2113000
I055,P107,2025Q1,equity,11891000,1902000
I055,P107,2025Q2,equity,12883000,911000
I055,P107,2025Q3,equity,13340000,453000
I055,P107,2025Q4,equity,13233000,561000
I055,P107,2026Q1,equity,13381000,413000
I055,P107,2026Q2,equity,13617000,177000
I055,P107,2026Q3,equity,13652000,141000
I055,P107,2026Q4,equity,13752000,41000
I033,P107,2025Q4,equity,887000,2296000
I033,P107,2026Q1,equity,1511000,1672000
I033,P107,2026Q2,equity,1892000,1290000
I033,P107,2026Q3,equity,2092000,1091000
I033,P107,2026Q4,equity,2167000,1016000
B01,P107,2024Q1,debt,17926000,22724000
B01,P107,2024Q2,debt,26994000,13656000
B01,P107,2024Q3,debt,30603000,10047000
B01,P107,2024Q4,debt,33279000,7371000
B01,P107,2025Q1,debt,33638000,7013000
B01,P107,2025Q2,debt,30667000,9983000
B01,P107,2025Q3,debt,31861000,8789000
B01,P107,2025Q4,debt,31739000,8911000
B01,P107,2026Q1,debt,33831000,6819000
B01,P107,2026Q2,debt,34123000,6527000
B01,P107,2026Q3,debt,34932000,5718000
B01,P107,2026Q4,debt,34603000,6047000
I036,P108,2025Q3,equity,17443000,42440000
I036,P108,2025Q4,equity,28700000,31183000
I036,P108,2026Q1,equity,36228000,23655000
I036,P108,2026Q2,equity,40928000,18955000
I036,P108,2026Q3,equity,43569000,16314000
I036,P108,2026Q4,equity,45217000,14666000
B01,P108,2024Q4,debt,12936000,15502000
B01,P108,2025Q1,debt,20475000,7963000
B01,P108,2025Q2,debt,15576000,12862000
B01,P108,2025Q3,debt,18331000,10107000
B01,P108,2025Q4,debt,21873000,6565000
B01,P108,2026Q1,debt,22154000,6284000
B01,P108,2026Q2,debt,22390000,6048000
B01,P108,2026Q3,debt,24197000,4241000
B01,P108,2026Q4,debt,23916000,4522000
B08,P108,2025Q2,mezzanine,8181000,35089000
B08,P108,2025Q3,mezzanine,14587000,28683000
B08,P108,2025Q4,mezzanine,20501000,22769000
B08,P108,2026Q1,mezzanine,24204000,19066000
B08,P108,2026Q2,mezzanine,27683000,15587000
B08,P108,2026Q3,mezzanine,29963000,13307000
B08,P108,2026Q4,mezzanine,31440000,11830000
I059,P109,2024Q1,equity,5397000,12365000
I059,P109,2024Q2,equity,8943000,8819000
I059,P109,2024Q3,equity,10929000,6833000
I059,P109,2024Q4,equity,12724000,5038000
I059,P109,2025Q1,equity,13387000,4375000
I059,P109,2025Q2,equity,13783000,3979000
I059,P109,2025Q3,equity,14154000,3608000
I059,P109,2025Q4,equity,14351000,3411000
I059,P109,2026Q1,equity,14096000,3666000
I059,P109,2026Q2,equity,14524000,3238000
I059,P109,2026Q3,equity,14675000,3088000
I059,P109,2026Q4,equity,14526000,3236000
I008,P109,2024Q4,equity,16884000,39338000
I008,P109,2025Q1,equity,28066000,28156000
I008,P109,2025Q2,equity,34958000,21264000
I008,P109,2025Q3,equity,39006000,17216000
I008,P109,2025Q4,equity,40526000,15696000
I008,P109,2026Q1,equity,45000000,11222000
I008,P109,2026Q2,equity,44452000,11770000
I008,P109,2026Q3,equity,45229000,10994000
I008,P109,2026Q4,equity,45449000,10773000
B11,P109,2024Q3,debt,14431000,16967000
B11,P109,2024Q4,debt,22484000,8914000
B11,P109,2025Q1,debt,26109000,5290000
B11,P109,2025Q2,debt,20922000,10476000
B11,P109,2025Q3,debt,22907000,8491000
B11,P109,2025Q4,debt,24880000,6518000
B11,P109,2026Q1,debt,25796000,5603000
B11,P109,2026Q2,debt,26519000,4880000
B11,P109,2026Q3,debt,27434000,3965000
B11,P109,2026Q4,debt,27464000,3934000
B12,P109,2025Q2,debt,23993000,65333000
B12,P109,2025Q3,debt,41833000,47494000
B12,P109,2025Q4,debt,53392000,35935000
B12,P109,2026Q1,debt,64249000,25078000
B12,P109,2026Q2,debt,68856000,20471000
B12,P109,2026Q3,debt,74214000,15113000
B12,P109,2026Q4,debt,77851000,11475000
I045,P110,2025Q3,equity,1121000,3281000
I045,P110,2025Q4,equity,1169000,3248000
I045,P110,2026Q1,equity,1124000,3280000
I045,P110,2026Q2,equity,1130000,3275000
I045,P110,2026Q3,equity,1175000,3244000
I045,P110,2026Q4,equity,1133000,3273000
B04,P110,2025Q2,debt,1535000,5289000
B04,P110,2025Q3,debt,1593000,5248000
B04,P110,2025Q4,debt,1594000,5248000
B04,P110,2026Q1,debt,1590000,5250000
B04,P110,2026Q2,debt,1584000,5255000
B04,P110,2026Q3,debt,1569000,5265000
B04,P110,2026Q4,debt,1551000,5278000
I006,P111,2024Q2,equity,5752000,14820000
I006,P111,2024Q3,equity,9823000,10749000
I006,P111,2024Q4,equity,12137000,8436000
I006,P111,2025Q1,equity,13283000,7290000
I006,P111,2025Q2,equity,14448000,6125000
I006,P111,2025Q3,equity,14962000,5610000
I006,P111,2025Q4,equity,15097000,5475000
I006,P111,2026Q1,equity,15752000,4821000
I006,P111,2026Q2,equity,15724000,4848000
I006,P111,2026Q3,equity,15654000,4919000
I006,P111,2026Q4,equity,15549000,5024000
B08,P111,2025Q4,mezzanine,6351000,28577000
B08,P111,2026Q1,mezzanine,11442000,23486000
B08,P111,2026Q2,mezzanine,15198000,19730000
B08,P111,2026Q3,mezzanine,18882000,16046000
B08,P111,2026Q4,mezzanine,21121000,13807000
I033,P112,2025Q3,equity,2288000,5139000
I033,P112,2025Q4,equity,3690000,3736000
I033,P112,2026Q1,equity,4551000,2876000
I033,P112,2026Q2,equity,5222000,2205000
I033,P112,2026Q3,equity,5443000,1984000
I033,P112,2026Q4,equity,5885000,1542000
I002,P112,2025Q4,equity,3155000,5998000
I002,P112,2026Q1,equity,5039000,4114000
I002,P112,2026Q2,equity,6467000,2686000
I002,P112,2026Q3,equity,6976000,2177000
I002,P112,2026Q4,equity,7544000,1609000
B11,P112,2025Q1,debt,1030000,1144000
B11,P112,2025Q2,debt,972000,1203000
B11,P112,2025Q3,debt,1283000,892000
