driver_id,rider_id,hour,pickup_zone,dropoff_zone,wait_min,distance_km,fare,surge_mult,tip
D063,R109,2,Z19,Z07,7.6,4.45,12.0,1.24,2.79
D046,R069,8,Z20,Z05,4.1,4.22,10.12,1.0,2.53
D025,R151,11,Z22,Z04,6.1,6.09,13.29,1.0,3.53
D078,R030,12,Z10,Z18,6.7,4.96,12.06,1.0,2.37
D012,R132,9,Z11,Z23,2.8,5.59,12.95,1.0,2.05
D094,R113,12,Z17,Z17,2.9,0.4,3.4,1.0,0.03
D050,R058,19,Z12,Z10,4.6,2.99,10.55,1.32,3.25
D103,R161,18,Z16,Z10,8.2,1.28,2.39,1.0,0.84
D019,R157,7,Z04,Z21,6.1,5.79,14.79,1.0,3.27
D111,R092,21,Z19,Z07,6.1,4.45,11.67,1.27,1.04
D027,R123,18,Z03,Z18,5.1,5.77,12.4,1.0,3.08
D089,R011,18,Z04,Z14,9.4,4.4,8.63,1.0,1.6
D001,R016,8,Z15,Z14,5.4,2.25,7.43,1.0,2.62
D105,R012,19,Z03,Z12,4.1,4.26,13.72,1.45,3.07
D029,R004,6,Z16,ZJFK,8.3,13.16,38.17,1.08,8.6
D045,R023,9,Z04,Z01,5.5,1.83,6.43,1.0,0.85
D031,R067,7,Z14,Z05,6.5,3.24,10.02,1.0,1.82
D091,R012,20,Z19,Z07,5.8,4.45,16.02,1.33,3.34
D029,R190,2,Z06,Z07,11.2,2.29,10.16,1.48,2.8
D078,R113,15,Z01,ZJFK,3.4,12.27,42.47,1.41,8.32
D071,R069,2,Z12,Z07,6.0,3.67,11.46,1.28,1.63
D102,R039,7,Z14,Z23,8.2,3.13,6.99,1.0,1.78
D112,R074,1,Z21,Z07,7.4,4.15,11.14,1.33,1.68
D057,R020,12,Z10,Z04,3.7,2.36,5.73,1.0,1.64
D074,R089,15,Z19,Z13,4.5,3.0,9.16,1.0,1.66
D075,R225,9,Z09,Z16,7.6,1.75,5.92,1.0,0.35
D029,R004,16,Z24,Z15,8.7,3.05,8.13,1.0,1.69
D031,R045,15,Z08,Z13,5.8,2.46,8.31,1.0,1.06
D033,R247,18,Z14,Z24,7.6,1.39,4.92,1.0,2.2
D010,R250,0,Z07,Z17,12.0,5.66,26.45,2.21,1.45
D020,R027,13,Z15,Z11,6.7,2.51,7.22,1.0,0.88
D070,R028,10,Z16,Z01,7.6,4.47,10.84,1.0,1.88
D013,R203,17,Z05,ZJFK,10.1,11.8,40.53,1.34,5.7
D032,R146,12,Z06,Z20,11.5,5.49,13.62,1.0,3.01
D041,R163,16,Z24,Z01,6.7,6.7,12.47,1.0,2.29
D080,R075,16,Z09,Z01,8.5,3.24,9.4,1.0,2.11
D066,R073,19,Z13,Z19,4.7,3.0,12.16,1.73,2.43
D095,R198,16,Z16,Z18,9.5,4.35,12.15,1.0,2.81
D058,R202,13,Z16,Z16,6.7,0.4,3.47,1.0,0.17
D071,R109,12,Z12,Z03,4.5,4.26,8.16,1.0,1.25
D114,R166,19,Z08,Z14,7.3,3.65,12.21,1.29,3.5
D004,R194,12,Z02,Z09,5.0,4.48,8.07,1.0,1.92
D058,R070,15,Z21,Z08,6.9,4.38,9.31,1.0,1.27
D073,R245,23,Z11,Z13,6.6,1.27,7.09,1.38,0.99
D049,R020,16,Z16,Z16,7.3,0.4,2.04,1.0,0.27
D039,R211,8,Z22,Z02,5.9,8.5,17.78,1.0,4.52
D066,R106,14,Z16,Z20,8.5,2.57,8.06,1.0,2.39
D013,R154,17,Z24,ZJFK,8.3,13.64,44.04,1.34,5.42
D045,R191,19,Z01,Z14,4.4,5.73,16.38,1.35,3.84
D110,R153,23,Z01,Z10,6.7,3.7,11.55,1.42,2.59
D032,R072,19,Z10,Z17,6.4,4.92,17.42,1.66,2.54
D033,R148,17,Z24,Z12,7.4,3.86,10.01,1.0,2.03
D048,R098,17,Z13,Z10,3.1,3.69,6.42,1.0,1.02
D070,R070,7,Z10,Z08,4.9,2.11,7.83,1.0,1.29
D040,R164,17,Z09,Z09,7.1,0.4,2.49,1.0,0.33
D067,R050,8,Z18,Z14,4.7,4.59,10.67,1.0,1.97
D092,R074,17,Z12,Z07,5.4,3.67,10.23,1.0,1.97
D041,R132,19,Z16,Z14,9.3,1.69,5.19,1.13,1.09
D045,R147,2,Z05,Z07,10.0,1.53,6.16,1.08,2.07
D088,R165,18,Z18,Z16,6.3,4.35,13.58,1.0,1.91
D049,R155,21,Z20,Z17,7.1,3.0,8.96,1.17,1.2
D017,R223,16,Z22,Z03,5.5,7.03,15.44,1.0,3.78
D120,R085,21,Z10,Z17,5.5,4.92,13.86,1.29,1.69
D072,R007,21,Z09,Z07,8.5,2.23,9.76,1.61,1.26
D043,R054,21,Z12,Z13,6.2,1.47,5.46,1.19,1.9
D043,R132,8,Z03,Z17,2.5,5.01,11.86,1.0,2.2
D008,R225,19,Z09,Z08,8.9,1.13,4.11,1.17,0.0
D074,R183,17,Z09,Z23,6.7,5.27,14.18,1.0,3.65
D013,R244,20,Z02,Z14,5.5,7.11,24.14,1.47,3.01
D039,R031,17,Z18,Z17,4.9,1.52,6.22,1.0,2.07
D090,R209,12,Z10,Z20,6.4,3.35,7.86,1.0,2.54
D079,R018,7,Z04,Z18,7.0,6.07,14.62,1.0,3.06
D027,R042,11,Z19,Z14,4.6,3.0,8.73,1.0,2.0
D115,R043,16,Z08,Z10,3.9,2.11,6.15,1.0,1.81
D033,R144,18,Z16,Z02,9.0,5.82,11.69,1.0,2.18
D111,R073,16,Z15,Z21,4.3,2.39,6.91,1.0,1.06
D052,R179,15,Z20,Z22,5.8,2.56,6.9,1.0,1.13
D022,R180,11,Z07,Z09,8.2,2.23,7.15,1.0,1.07
D098,R057,23,Z13,Z13,4.2,0.4,5.94,2.05,0.7
D092,R142,17,Z07,Z17,9.6,5.66,12.15,1.0,3.02
D039,R197,2,Z10,Z10,5.8,0.4,4.32,1.92,0.58
D092,R143,21,Z02,Z07,4.7,5.88,18.69,1.22,4.19
D090,R227,12,Z13,Z18,3.4,2.26,5.12,1.0,1.19
D031,R001,7,Z22,Z03,6.5,7.03,14.98,1.0,3.98
D115,R001,16,Z10,ZJFK,4.6,12.51,38.75,1.14,7.47
D058,R242,19,Z20,Z09,6.2,3.15,10.56,1.63,0.84
D055,R203,20,Z01,Z14,6.4,5.73,15.36,1.35,2.9
D024,R031,7,Z03,Z16,3.6,4.33,8.87,1.0,2.07
D059,R039,23,Z10,Z13,7.7,3.69,11.24,1.42,1.64
D103,R073,21,Z02,Z14,6.5,7.11,17.94,1.2,4.21
D047,R217,19,Z01,Z07,5.3,4.22,13.47,1.45,0.78
D037,R095,14,Z19,Z06,4.3,6.2,12.63,1.0,2.03
D115,R204,10,Z21,Z06,5.9,6.01,12.72,1.0,3.76
D014,R221,16,Z05,Z05,9.8,0.4,5.91,1.0,0.56
D032,R046,7,Z22,Z17,4.8,5.07,13.67,1.0,2.02
D100,R196,21,Z01,Z17,6.2,6.0,12.8,1.0,2.81
D112,R143,8,Z15,Z11,6.5,2.51,6.71,1.0,0.97
D083,R240,12,Z15,Z10,3.1,2.39,6.35,1.0,1.23
D117,R161,10,Z01,Z06,5.2,3.33,10.82,1.0,3.38
D080,R250,22,Z24,Z13,8.5,4.94,14.67,1.24,1.6
D097,R142,0,Z04,Z14,10.8,4.4,13.87,1.34,3.35
D092,R040,11,Z04,Z09,8.8,2.18,5.23,1.0,0.66
D018,R021,17,Z18,Z22,2.7,4.24,12.37,1.0,2.26
D054,R187,21,Z24,Z13,7.7,4.94,15.64,1.33,2.42
D056,R086,23,Z18,Z13,7.0,2.26,9.16,1.26,1.98
D106,R006,8,Z24,Z09,5.9,4.02,9.18,1.0,2.26
D009,R244,9,Z09,Z09,6.4,0.4,3.13,1.0,0.0
D084,R076,10,Z04,Z12,8.8,4.16,10.89,1.0,1.8
D085,R139,21,Z10,Z17,7.7,4.92,17.75,1.66,3.57
D108,R219,7,Z15,Z02,6.8,5.9,13.61,1.0,2.61
D008,R044,18,Z14,Z20,6.2,2.59,7.54,1.0,2.27
D096,R064,23,Z06,Z07,12.7,2.29,8.69,1.36,2.58
D037,R034,2,Z19,Z17,7.6,3.15,10.0,1.64,2.59
D045,R147,13,Z19,Z20,5.3,1.17,4.45,1.0,1.88
D001,R212,19,Z05,Z17,12.1,5.56,15.42,1.29,3.64
D006,R050,14,Z17,Z13,2.7,1.69,6.14,1.0,2.03
D026,R089,14,Z02,Z23,3.0,9.17,18.8,1.0,4.45
D104,R006,10,Z17,Z09,3.0,4.17,10.71,1.0,3.53
D080,R212,11,Z05,Z18,7.8,5.72,13.87,1.0,4.23
D022,R181,2,Z04,Z07,9.9,2.8,8.52,1.37,2.53
D096,R229,17,Z09,Z04,6.9,2.18,5.26,1.0,1.15
D078,R037,17,Z15,ZJFK,5.0,14.45,44.29,1.2,6.05
D093,R115,17,Z16,Z20,7.4,2.57,7.12,1.0,1.6
D021,R032,14,Z08,Z08,7.6,0.4,3.85,1.0,0.0
D060,R167,16,Z08,ZJFK,5.9,13.67,39.59,1.08,10.59
D071,R097,22,Z11,Z10,7.7,3.3,11.44,1.28,2.24
D016,R053,7,Z24,Z12,7.0,3.86,9.25,1.0,2.15
D082,R158,7,Z22,ZJFK,7.9,14.95,39.09,1.0,8.16
D084,R021,2,Z01,Z13,6.3,4.82,15.29,1.34,2.79
D058,R144,23,Z08,Z10,6.5,2.11,8.4,1.3,0.75
D053,R037,1,Z03,Z17,6.5,5.01,11.07,1.04,1.31
D010,R229,7,Z16,Z04,8.1,3.19,9.52,1.0,2.92
D064,R136,7,Z09,Z05,7.5,1.79,5.08,1.0,1.09
D078,R030,6,Z12,ZJFK,3.2,15.1,37.94,1.01,7.71
D024,R004,19,Z03,Z15,5.4,4.46,14.68,1.38,2.47
D109,R193,19,Z06,Z01,11.7,3.33,12.69,1.43,0.87
D025,R148,12,Z09,Z21,6.8,4.08,12.35,1.0,1.8
D084,R039,21,Z03,Z07,6.0,4.44,9.49,1.03,2.22
D078,R125,14,Z23,Z20,4.6,2.96,7.95,1.0,1.33
D012,R107,21,Z11,Z13,6.0,1.27,6.45,1.04,1.69
D079,R056,0,Z18,Z07,6.9,5.58,16.61,1.14,3.56
D061,R067,14,Z11,Z07,3.4,4.14,12.85,1.0,1.9
D109,R183,14,Z18,Z01,5.6,6.65,14.96,1.0,2.2
D043,R003,9,Z05,Z09,8.2,1.79,5.68,1.0,1.43
D044,R089,12,Z21,Z09,5.5,4.08,10.23,1.0,2.25
D032,R228,22,Z02,Z10,5.3,5.21,14.95,1.24,1.73
D108,R112,7,Z21,Z24,4.6,2.4,8.99,1.0,2.35
D013,R136,5,Z16,ZJFK,6.3,13.16,38.53,1.12,6.14
D016,R091,14,Z24,Z01,7.5,6.7,14.46,1.0,2.41
D081,R151,13,Z02,Z21,5.7,7.88,16.99,1.0,4.37
D023,R136,10,Z05,Z09,9.8,1.79,5.68,1.0,1.22
D026,R226,19,Z05,Z10,11.7,1.29,7.5,1.36,0.89
D056,R098,10,Z19,Z05,4.8,4.95,11.33,1.0,2.14
D033,R237,13,Z24,Z12,8.0,3.86,9.7,1.0,1.6
D106,R014,9,Z14,Z16,8.1,1.69,4.07,1.0,0.53
D015,R230,8,Z02,Z08,2.3,3.95,9.59,1.0,1.97
D014,R235,19,Z01,Z10,6.6,3.7,10.44,1.39,1.77
D003,R163,16,Z16,Z01,5.9,4.47,10.89,1.0,2.63
D018,R226,7,Z23,Z19,7.1,2.48,5.42,1.0,0.32
D027,R010,17,Z09,Z01,7.0,3.24,9.57,1.0,1.94
D119,R155,8,Z01,Z24,4.2,6.7,14.1,1.0,2.78
D039,R005,12,Z05,Z24,9.3,4.15,8.54,1.0,2.09
D062,R096,10,Z10,Z09,6.4,1.38,6.06,1.0,0.38
D119,R172,8,Z24,Z17,8.0,5.66,12.03,1.0,2.87
D013,R105,17,Z10,ZJFK,6.2,12.51,40.27,1.18,5.8
D045,R176,13,Z14,Z14,7.8,0.4,5.1,1.0,0.73
D042,R184,19,Z17,Z13,4.8,1.69,10.02,2.32,1.18
D078,R097,6,Z12,ZJFK,5.0,15.1,43.81,1.18,8.11
D018,R199,13,Z17,Z23,1.2,5.21,11.55,1.0,3.0
D096,R106,9,Z16,Z07,7.7,1.64,6.79,1.0,1.3
D110,R234,20,Z14,Z17,7.6,5.05,14.38,1.4,4.13
D115,R132,16,Z21,ZJFK,3.3,15.41,47.72,1.29,8.74
D036,R128,20,Z10,Z14,6.1,2.44,11.0,1.6,1.54
D067,R147,2,Z02,Z13,6.5,5.07,13.83,1.22,2.89
D045,R166,12,Z12,Z01,4.1,4.95,13.54,1.0,3.24
D091,R195,15,Z01,ZJFK,2.9,12.27,37.3,1.05,9.78
D015,R193,18,Z23,Z10,5.4,5.02,10.71,1.0,1.48
D029,R196,15,Z01,Z16,4.7,4.47,10.6,1.0,2.68
D066,R001,22,Z11,Z07,6.7,4.14,13.36,1.38,2.22
D035,R127,7,Z21,Z16,4.9,3.09,7.35,1.0,0.96
D110,R049,7,Z13,Z22,5.0,4.66,11.88,1.0,1.53
D057,R114,10,Z14,Z18,7.4,4.59,12.71,1.0,2.02
D012,R159,10,Z11,Z02,5.1,4.24,9.89,1.0,3.0
D080,R220,1,Z11,Z13,6.1,1.27,5.56,1.48,0.62
D116,R051,1,Z07,Z14,11.5,2.28,10.25,1.74,0.58
D049,R091,17,Z14,Z18,6.3,4.59,13.32,1.0,2.79
D077,R012,20,Z10,Z17,6.2,4.92,15.84,1.28,4.22
D117,R202,19,Z16,Z08,9.6,2.39,7.0,1.22,0.98
D042,R008,14,Z19,Z01,5.7,6.66,12.71,1.0,2.44
D069,R165,10,Z18,Z11,5.0,3.12,7.88,1.0,2.19
D043,R247,19,Z14,Z04,7.2,4.4,23.71,2.39,3.11
D106,R023,19,Z08,Z08,6.9,0.4,2.86,1.24,0.02
D026,R001,12,Z22,Z07,7.0,4.11,9.46,1.0,1.46
D096,R047,17,Z15,Z14,6.0,2.25,9.34,1.0,2.09
D016,R012,16,Z23,Z18,4.3,4.24,10.2,1.0,2.28
D006,R211,19,Z22,Z15,6.2,3.04,8.62,1.23,1.15
D016,R010,19,Z16,Z13,8.1,3.38,10.75,1.16,3.13
D032,R069,9,Z20,Z09,4.9,3.15,7.82,1.0,1.9
D047,R177,2,Z17,Z07,7.3,5.66,19.41,1.74,2.45
D048,R216,19,Z08,Z20,5.1,3.31,10.96,1.11,2.32
D019,R166,19,Z18,Z23,4.2,4.24,12.88,1.36,3.9
D038,R036,19,Z12,Z20,6.5,1.56,4.88,1.19,0.36
D027,R108,9,Z14,Z07,8.0,2.28,6.11,1.0,1.62
D060,R002,6,Z20,ZJFK,4.9,15.3,46.28,1.28,7.85
D083,R077,19,Z18,Z14,4.3,4.59,13.55,1.29,2.0
D117,R003,2,Z10,Z13,7.1,3.69,9.17,1.13,1.47
D039,R164,10,Z07,Z11,8.8,4.14,10.18,1.0,2.37
D082,R236,17,Z10,Z04,3.8,2.36,10.02,1.0,1.96
D086,R128,13,Z21,Z12,5.3,2.8,7.5,1.0,1.28
D048,R004,15,Z10,Z11,4.6,3.3,8.16,1.0,0.78
D080,R151,2,Z19,Z17,5.8,3.15,10.92,1.13,1.64
D053,R237,7,Z03,ZJFK,4.4,13.41,34.9,1.0,5.82
D094,R120,1,Z10,Z07,5.9,1.25,6.99,1.53,0.41
D013,R038,15,Z15,Z03,5.1,4.46,12.05,1.0,2.62
D070,R091,15,Z14,Z14,8.6,0.4,2.82,1.0,1.83
D040,R066,16,Z08,Z22,3.1,4.96,10.19,1.0,2.89
D085,R241,7,Z22,Z11,5.9,5.09,11.11,1.0,3.44
D072,R217,12,Z24,Z01,7.4,6.7,15.76,1.0,3.27
D084,R211,13,Z08,Z14,4.4,3.65,9.36,1.0,2.29
D048,R189,14,Z17,Z01,2.3,6.0,13.65,1.0,3.45
D091,R077,0,Z05,Z13,10.9,4.28,14.12,1.46,1.34
D065,R214,9,Z08,Z04,3.5,2.31,7.78,1.0,1.67
D030,R025,16,Z12,ZJFK,4.0,15.1,37.88,1.0,5.23
D107,R163,1,Z14,Z13,11.1,4.17,14.54,1.66,1.4
D053,R235,6,Z03,ZJFK,4.6,13.41,42.73,1.28,7.45
D055,R012,9,Z23,Z18,3.0,4.24,11.16,1.0,2.74
D073,R188,20,Z23,Z17,6.9,5.21,13.83,1.15,2.38
D028,R042,2,Z18,Z10,6.0,4.96,9.86,1.0,2.57
D114,R146,19,Z22,Z05,9.0,5.02,11.01,1.0,2.97
D023,R244,17,Z11,Z01,3.9,3.96,10.57,1.0,2.67
D063,R207,16,Z11,ZJFK,3.5,15.05,45.43,1.16,5.76
D017,R071,9,Z09,Z24,5.1,4.02,9.87,1.0,2.27
D117,R207,11,Z06,Z15,8.9,4.53,12.7,1.0,1.47
D027,R171,10,Z12,Z10,4.7,2.99,8.69,1.0,1.23
D101,R138,22,Z24,Z07,9.6,3.11,9.68,1.13,0.79
D066,R242,16,Z06,Z14,9.9,4.17,10.23,1.0,1.58
D081,R056,11,Z01,Z24,3.0,6.7,14.3,1.0,2.7
D102,R104,19,Z02,Z16,6.9,5.82,18.28,1.32,3.04
D016,R226,17,Z04,ZJFK,5.7,11.9,36.74,1.12,4.46
D117,R149,8,Z18,Z11,4.9,3.12,9.75,1.0,3.47
D095,R020,12,Z02,Z03,2.8,1.9,6.84,1.0,2.0
D020,R203,8,Z06,Z10,10.5,2.55,7.56,1.0,1.72
D073,R041,21,Z15,Z17,8.7,3.27,9.95,1.31,1.39
D115,R144,7,Z01,Z17,1.5,6.0,12.54,1.0,2.67
D060,R090,19,Z05,Z10,10.8,1.29,6.0,1.36,0.39
D093,R098,13,Z19,Z05,3.7,4.95,13.3,1.0,3.78
D074,R188,19,Z20,Z14,7.9,2.59,10.77,1.53,0.38
D088,R234,0,Z08,Z17,7.7,3.75,11.95,1.24,4.34
D008,R193,22,Z23,Z13,7.5,5.04,15.12,1.21,2.5
D030,R149,16,Z02,Z09,4.7,4.48,11.7,1.0,3.46
D081,R187,18,Z17,Z01,3.0,6.0,13.69,1.0,3.94
D056,R249,14,Z07,Z17,6.8,5.66,13.92,1.0,2.84
D039,R159,11,Z09,Z08,5.9,1.13,5.57,1.0,1.17
D052,R008,16,Z18,Z08,4.6,4.17,11.43,1.0,2.08
D084,R195,18,Z21,Z23,6.8,1.71,6.8,1.0,1.36
D071,R075,16,Z09,Z05,7.4,1.79,6.69,1.0,1.11
D026,R093,9,Z03,Z12,4.0,4.26,11.65,1.0,1.09
D003,R142,9,Z18,Z04,5.0,6.07,14.3,1.0,2.9
D077,R183,23,Z20,Z13,4.5,2.51,8.26,1.21,1.46
D046,R200,11,Z10,Z11,7.1,3.3,10.0,1.0,2.08
D051,R139,21,Z08,Z07,5.6,2.96,8.28,1.11,1.6
D081,R136,12,Z14,Z11,7.7,4.26,8.55,1.0,2.05
D117,R125,20,Z09,Z14,7.7,3.04,12.38,1.6,1.43
D001,R029,7,Z11,Z11,3.3,0.4,3.54,1.0,0.0
D071,R136,15,Z15,Z05,5.6,3.24,7.6,1.0,2.36
D018,R075,15,Z05,Z17,8.9,5.56,13.59,1.0,2.93
D041,R126,9,Z23,Z21,6.4,1.71,6.4,1.0,0.59
D067,R132,11,Z03,Z16,3.1,4.33,11.3,1.0,1.56
D004,R145,6,Z15,ZJFK,5.2,14.45,43.21,1.19,10.32
D092,R100,16,Z11,Z20,2.8,3.03,7.01,1.0,2.06
D053,R231,5,Z21,ZJFK,6.8,15.41,40.34,1.0,6.05
D115,R126,6,Z05,ZJFK,9.7,11.8,36.26,1.17,7.18
D003,R139,13,Z16,Z14,7.3,1.69,6.04,1.0,2.07
D004,R098,17,Z20,Z10,4.7,3.35,12.1,1.0,3.51
D013,R115,1,Z11,Z17,6.3,2.46,9.42,1.39,1.99
D096,R005,10,Z19,Z02,3.7,7.42,17.23,1.0,3.23
D002,R225,13,Z10,Z16,5.5,1.28,3.93,1.0,0.59
D115,R040,16,Z21,ZJFK,6.0,15.41,42.2,1.06,5.69
D064,R150,10,Z08,Z07,4.3,2.96,6.52,1.0,1.12
D067,R003,19,Z05,Z14,13.1,3.24,9.23,1.0,2.36
D115,R091,16,Z04,Z06,7.1,2.15,6.31,1.0,1.47
D089,R188,19,Z24,Z17,11.0,5.66,22.35,1.7,2.93
D035,R037,19,Z07,Z13,11.7,4.47,23.22,2.5,0.0
D074,R079,11,Z18,Z16,4.6,4.35,9.64,1.0,1.65
D105,R056,0,Z20,Z14,3.9,2.59,5.24,1.1,2.13
D045,R185,22,Z14,Z13,10.3,4.17,15.73,1.78,2.34
D053,R088,12,Z16,Z13,7.7,3.38,8.3,1.0,1.82
D014,R238,14,Z18,Z11,3.8,3.12,8.41,1.0,3.34
D116,R091,12,Z14,Z06,7.8,4.17,10.54,1.0,3.15
D100,R160,17,Z14,Z08,6.3,3.65,9.93,1.0,1.85
D056,R163,6,Z05,ZJFK,10.2,11.8,34.71,1.08,7.42
D078,R166,0,Z05,Z10,12.1,1.29,4.89,1.0,1.75
D011,R096,0,Z17,Z17,6.5,0.4,3.7,1.78,0.95
D031,R235,6,Z21,ZJFK,5.4,15.41,50.16,1.33,9.07
D078,R103,13,Z22,Z02,6.3,8.5,17.48,1.0,3.57
D007,R066,20,Z13,Z17,6.7,1.69,7.07,1.46,0.6
D104,R033,11,Z06,Z08,10.7,3.62,7.69,1.0,2.82
D068,R245,19,Z16,Z13,9.0,3.38,11.45,1.35,2.49
D103,R086,7,Z23,ZJFK,4.2,15.8,45.51,1.17,11.57
D017,R010,11,Z14,Z09,7.9,3.04,7.6,1.0,2.15
D075,R168,23,Z17,Z14,4.3,5.05,28.06,2.72,0.01
D100,R195,19,Z04,Z07,10.6,2.8,9.04,1.27,1.92
D044,R027,13,Z15,Z20,5.5,1.41,6.02,1.0,0.72
D041,R056,21,Z14,Z10,9.5,2.44,12.89,2.22,0.84
D095,R120,12,Z12,Z04,3.2,4.16,10.26,1.0,1.45
D013,R093,5,Z05,ZJFK,7.2,11.8,37.39,1.29,5.01
D014,R169,11,Z13,Z17,3.3,1.69,7.6,1.0,1.4
D091,R032,16,Z14,Z24,8.2,1.39,5.51,1.0,1.0
D016,R135,15,Z18,ZJFK,4.6,17.07,54.62,1.33,9.33
D050,R182,12,Z13,Z18,3.3,2.26,9.39,1.0,2.5
D020,R220,20,Z06,Z13,13.4,5.59,16.26,1.44,1.75
D014,R099,12,Z10,Z18,6.0,4.96,11.23,1.0,3.05
D082,R200,23,Z07,Z17,9.6,5.66,21.73,1.91,2.14
D072,R039,10,Z14,Z20,5.6,2.59,7.42,1.0,2.54
D097,R035,11,Z06,Z11,11.2,5.0,12.56,1.0,2.84
D073,R222,14,Z12,Z12,4.7,0.4,3.1,1.0,0.57
D048,R238,20,Z07,Z17,11.0,5.66,22.32,1.79,3.88
D071,R196,11,Z10,Z24,3.6,3.4,8.48,1.0,1.21
D007,R131,18,Z21,Z18,5.1,3.22,8.39,1.0,0.06
D115,R097,13,Z02,Z18,3.5,6.88,16.3,1.0,2.76
D102,R166,23,Z14,Z13,9.6,4.17,23.39,2.46,2.56
D043,R098,8,Z19,Z10,5.3,4.07,10.43,1.0,2.27
D118,R037,9,Z19,Z20,5.2,1.17,4.36,1.0,0.62
D106,R184,10,Z02,Z15,5.2,5.9,13.55,1.0,2.1
D061,R141,14,Z06,Z10,9.6,2.55,7.66,1.0,2.1
D002,R119,10,Z04,Z21,7.1,5.79,13.94,1.0,2.68
D059,R245,11,Z13,Z22,5.3,4.66,12.57,1.0,2.57
D006,R030,16,Z10,Z01,3.6,3.7,9.72,1.0,2.13
D024,R074,10,Z19,Z06,3.4,6.2,13.4,1.0,1.92
D023,R099,19,Z21,Z07,7.0,4.15,12.95,1.22,3.5
D102,R179,12,Z06,Z21,10.0,6.01,15.16,1.0,3.58
D114,R093,13,Z24,Z17,6.3,5.66,11.45,1.0,1.49
D082,R055,11,Z20,Z02,3.7,6.72,16.73,1.0,4.36
D002,R111,14,Z06,Z21,11.0,6.01,14.56,1.0,3.12
D053,R036,23,Z21,Z07,7.4,4.15,13.54,1.38,2.29
D087,R219,18,Z10,Z19,4.4,4.07,10.8,1.0,2.53
D082,R002,2,Z13,Z07,7.2,4.47,12.13,1.1,2.42
D033,R119,11,Z13,Z24,3.1,4.94,12.77,1.0,2.39
D093,R177,18,Z03,Z18,4.9,5.77,13.32,1.0,3.45
D060,R134,6,Z04,ZJFK,6.8,11.9,37.35,1.17,8.87
D072,R008,13,Z23,Z20,3.8,2.96,8.81,1.0,1.16
D100,R018,9,Z01,Z22,1.7,7.34,15.79,1.0,3.57
D095,R036,19,Z12,Z03,8.2,4.26,11.69,1.0,2.67
D115,R161,16,Z20,ZJFK,3.9,15.3,47.06,1.22,9.44
D019,R137,19,Z08,Z06,6.0,3.62,10.38,1.1,2.9
D110,R212,23,Z07,Z17,12.3,5.66,24.14,2.11,3.81
D060,R008,15,Z20,ZJFK,4.0,15.3,45.73,1.21,9.2
D109,R024,11,Z07,Z22,8.4,4.11,8.81,1.0,2.27
D032,R028,22,Z01,Z07,4.9,4.22,12.37,1.17,1.21
D063,R097,17,Z14,Z07,5.0,2.28,7.29,1.0,2.41
D095,R160,9,Z12,Z12,6.6,0.4,1.64,1.0,0.0
D026,R083,15,Z16,Z15,7.7,1.71,5.3,1.0,0.43
D052,R049,1,Z18,Z14,5.8,4.59,14.11,1.15,4.36
D003,R173,2,Z22,Z14,8.4,2.23,5.27,1.04,0.81
D115,R185,8,Z11,Z10,5.5,3.3,9.3,1.0,3.03
D038,R056,11,Z07,Z24,9.3,3.11,6.86,1.0,1.87
D038,R236,22,Z18,Z13,5.5,2.26,10.26,1.23,1.54
D018,R203,17,Z06,Z10,8.0,2.55,6.71,1.0,0.0
D104,R142,8,Z24,Z09,7.9,4.02,9.85,1.0,2.41
D089,R099,7,Z10,Z07,5.5,1.25,5.98,1.0,1.74
D114,R103,11,Z17,Z19,2.9,3.15,9.5,1.0,1.14
D033,R037,16,Z06,Z24,11.4,4.94,13.36,1.0,1.43
D057,R113,16,Z05,Z24,10.8,4.15,7.6,1.0,1.38
D002,R053,1,Z10,Z17,7.8,4.92,15.58,1.36,1.76
D037,R170,0,Z22,Z07,6.8,4.11,11.55,1.21,3.0
D060,R101,7,Z04,Z22,7.0,6.09,13.52,1.0,2.38
D016,R157,16,Z03,Z06,2.4,4.07,12.11,1.0,3.18
D076,R247,10,Z14,Z03,5.3,5.62,13.24,1.0,3.66
D060,R065,0,Z07,Z14,9.5,2.28,9.82,1.5,0.0
D031,R007,12,Z01,Z23,2.8,8.12,19.34,1.0,5.09
D001,R062,19,Z11,Z07,7.1,4.14,13.68,1.02,2.45
D041,R181,7,Z20,Z04,3.2,4.93,11.28,1.0,3.33
D112,R227,12,Z24,Z07,6.2,3.11,8.84,1.0,2.41
D044,R017,21,Z06,Z14,12.5,4.17,9.76,1.04,1.76
D078,R225,16,Z12,ZJFK,5.8,15.1,50.51,1.36,7.5
D070,R043,21,Z20,Z07,7.5,3.79,10.76,1.36,1.07
D049,R177,12,Z03,Z15,3.9,4.46,9.97,1.0,1.32
D057,R247,20,Z05,Z10,10.6,1.29,8.19,1.34,1.44
D003,R182,14,Z19,Z17,5.7,3.15,7.63,1.0,2.53
D057,R012,12,Z06,Z24,7.3,4.94,12.33,1.0,3.84
D049,R018,19,Z04,Z14,8.7,4.4,11.08,1.15,2.01
D016,R133,2,Z10,Z10,6.3,0.4,1.79,1.67,0.0
D068,R164,13,Z07,Z19,7.2,4.45,10.51,1.0,2.33
D093,R233,14,Z11,Z22,3.2,5.09,12.2,1.0,2.68
D018,R043,16,Z08,Z04,4.2,2.31,7.52,1.0,1.7
