from_id,to_id,package_id,service_level,weight_kg,distance_km,transit_hours,promised_hours,on_time,damaged
C012,C005,PKG002479,ground,1.47,204.0,21.91,27.7,1,0
C010,C001,PKG002480,overnight,2.69,689.3,7.6,30.0,1,0
C065,C026,PKG002481,overnight,3.05,1970.6,20.23,30.0,1,0
C034,C002,PKG002482,overnight,8.12,1511.3,22.5,30.0,1,0
C020,C012,PKG002483,two_day,1.89,435.7,26.15,48.0,1,0
C071,C045,PKG002484,ground,1.17,882.2,43.53,40.0,0,0
C070,C041,PKG002485,overnight,3.75,1860.6,24.76,30.0,1,0
C055,C025,PKG002486,overnight,0.77,1483.4,21.18,30.0,1,0
C101,C092,PKG002487,two_day,1.04,1241.8,19.23,48.0,1,0
C038,C066,PKG002488,two_day,0.2,1368.6,26.62,48.0,1,0
C090,C087,PKG002489,ground,1.94,491.5,31.07,32.9,1,0
C008,C012,PKG002490,overnight,3.75,451.1,15.29,30.0,1,0
C077,C047,PKG002491,ground,1.47,1176.1,45.77,45.4,0,0
C108,C100,PKG002492,two_day,3.61,791.3,31.07,48.0,1,0
C091,C087,PKG002493,ground,2.51,624.4,27.43,35.4,1,0
C060,C069,PKG002494,ground,1.93,1286.2,42.37,47.4,1,0
C064,C010,PKG002495,ground,5.34,2076.8,57.66,61.8,1,0
C035,C051,PKG002496,ground,2.42,556.3,38.87,34.1,0,0
C069,C020,PKG002497,ground,3.12,2450.1,58.45,68.5,1,0
C082,C085,PKG002498,overnight,1.55,788.2,15.78,30.0,1,0
C108,C090,PKG002499,ground,4.79,1365.2,45.78,48.8,1,0
C050,C024,PKG002500,overnight,3.72,282.3,16.74,30.0,1,0
C006,C054,PKG002501,ground,1.58,594.6,30.86,34.8,1,0
C061,C105,PKG002502,ground,1.28,1879.9,60.98,58.2,0,0
C012,C046,PKG002503,two_day,2.66,771.1,33.9,48.0,1,0
C023,C015,PKG002504,two_day,1.89,681.1,24.65,48.0,1,0
C032,C077,PKG002505,ground,0.9,1477.9,45.94,50.9,1,0
C077,C063,PKG002506,two_day,0.79,609.6,20.42,48.0,1,0
C018,C008,PKG002507,two_day,2.01,146.3,32.14,48.0,1,0
C016,C002,PKG002508,ground,2.52,292.5,27.62,29.3,1,0
C005,C060,PKG002509,overnight,1.7,1258.9,24.25,30.0,1,0
C094,C099,PKG002510,two_day,1.07,1059.5,24.66,48.0,1,0
C071,C066,PKG002511,two_day,6.85,264.9,23.09,48.0,1,0
C004,C007,PKG002512,ground,2.81,164.1,28.58,27.0,0,0
C003,C001,PKG002513,ground,0.95,68.5,12.72,25.2,1,0
C058,C021,PKG002514,ground,2.17,1238.7,50.58,46.5,0,0
C026,C027,PKG002515,two_day,1.79,47.1,17.56,48.0,1,0
C061,C062,PKG002516,two_day,9.21,89.6,19.49,48.0,1,0
C044,C012,PKG002517,ground,1.82,1363.5,39.01,48.8,1,0
C100,C107,PKG002518,two_day,3.29,819.8,30.3,48.0,1,0
C027,C026,PKG002519,ground,18.78,47.1,23.62,24.9,1,0
C069,C078,PKG002520,ground,2.93,664.1,38.78,36.1,0,0
C005,C034,PKG002521,overnight,9.84,1164.5,20.5,30.0,1,0
C103,C070,PKG002522,ground,1.56,1703.3,52.94,55.0,1,0
C107,C084,PKG002523,ground,1.81,833.9,36.99,39.2,1,0
C077,C002,PKG002524,ground,1.94,2414.7,63.84,67.9,1,0
C047,C013,PKG002525,ground,15.66,1069.6,45.0,43.4,0,0
C021,C025,PKG002526,two_day,2.95,113.9,14.99,48.0,1,0
C087,C063,PKG002527,overnight,3.92,1776.3,20.49,30.0,1,0
C077,C051,PKG002528,ground,0.25,1384.1,55.54,49.2,0,1
C021,C028,PKG002529,ground,1.65,236.1,26.14,28.3,1,0
C045,C094,PKG002530,ground,0.5,2974.4,60.08,78.1,1,0
C047,C018,PKG002531,ground,6.2,1029.3,46.24,42.7,0,0
C089,C092,PKG002532,ground,1.99,933.0,27.94,41.0,1,0
C070,C072,PKG002533,ground,2.29,83.9,23.31,25.5,1,0
C066,C073,PKG002534,two_day,5.22,494.9,26.16,48.0,1,0
C066,C044,PKG002535,ground,7.66,675.8,29.26,36.3,1,0
C025,C050,PKG002536,ground,1.51,577.2,45.56,34.5,0,0
C037,C040,PKG002537,ground,2.47,275.2,27.55,29.0,1,0
C005,C014,PKG002538,two_day,4.01,318.3,29.02,48.0,1,0
C084,C095,PKG002539,ground,1.02,913.3,48.72,40.6,0,0
C044,C059,PKG002540,ground,1.59,467.2,30.36,32.5,1,0
C044,C034,PKG002541,two_day,2.11,346.3,25.01,48.0,1,0
C023,C008,PKG002542,ground,0.41,584.4,26.32,34.6,1,0
C020,C045,PKG002543,overnight,0.87,1432.0,20.02,30.0,1,0
C060,C054,PKG002544,ground,1.06,722.5,18.61,37.1,1,0
C022,C027,PKG002545,two_day,0.79,333.7,24.19,48.0,1,0
C006,C001,PKG002546,overnight,6.45,446.0,16.05,30.0,1,0
C082,C010,PKG002547,ground,2.76,2743.2,69.28,73.9,1,0
C037,C076,PKG002548,two_day,2.34,1670.7,33.25,48.0,1,0
C038,C064,PKG002549,ground,1.3,1368.0,51.08,48.9,0,0
C044,C014,PKG002550,two_day,0.42,1703.7,44.51,48.0,1,0
C087,C074,PKG002551,overnight,1.13,2020.3,28.42,30.0,1,0
C030,C022,PKG002552,two_day,1.13,381.6,20.68,48.0,1,0
C080,C079,PKG002553,overnight,0.88,85.5,13.85,30.0,1,0
C101,C080,PKG002554,ground,8.07,1538.1,65.36,52.0,0,0
C067,C086,PKG002555,ground,1.43,1356.7,53.31,48.7,0,0
C044,C032,PKG002556,ground,1.64,840.3,30.1,39.3,1,0
C079,C104,PKG002557,two_day,4.26,1016.5,37.92,48.0,1,0
C046,C061,PKG002558,overnight,2.62,684.4,11.6,30.0,1,0
C042,C090,PKG002559,two_day,2.47,2771.6,44.83,48.0,1,0
C054,C004,PKG002560,ground,2.05,595.0,31.31,34.8,1,0
C030,C039,PKG002561,ground,3.85,1028.3,37.11,42.7,1,0
C010,C048,PKG002562,two_day,2.91,561.7,37.99,48.0,1,0
C042,C017,PKG002563,overnight,11.95,1668.1,22.96,30.0,1,0
C012,C026,PKG002564,ground,2.57,475.2,29.29,32.6,1,0
C041,C048,PKG002565,ground,1.26,1706.4,58.36,55.0,0,0
C058,C036,PKG002566,ground,0.55,277.0,36.97,29.0,0,0
C101,C038,PKG002567,ground,5.31,4093.4,82.36,98.4,1,0
C004,C007,PKG002568,overnight,2.24,164.1,22.23,30.0,1,0
C063,C098,PKG002569,ground,0.77,2403.2,60.91,67.7,1,0
C046,C036,PKG002570,ground,1.39,354.1,30.52,30.4,0,0
C002,C058,PKG002571,ground,5.08,1634.1,45.33,53.7,1,0
C023,C038,PKG002572,ground,1.66,1380.4,56.61,49.1,0,0
C012,C022,PKG002573,overnight,0.42,295.3,20.71,30.0,1,0
C020,C016,PKG002574,ground,1.28,142.6,15.66,26.6,1,0
C026,C024,PKG002575,ground,3.0,310.5,23.18,29.6,1,0
C040,C065,PKG002576,ground,0.47,1540.7,55.49,52.0,0,0
C054,C103,PKG002577,overnight,0.85,2846.1,25.67,30.0,1,0
C001,C018,PKG002578,overnight,3.48,290.7,16.55,30.0,1,0
C016,C042,PKG002579,ground,1.74,1654.6,56.74,54.1,0,0
C009,C008,PKG002580,ground,1.09,83.9,12.47,25.5,1,0
C056,C050,PKG002581,ground,4.89,1001.7,38.36,42.2,1,0
C032,C008,PKG002582,ground,1.09,1017.6,34.37,42.5,1,0
C056,C080,PKG002583,ground,0.36,1101.5,47.53,44.0,0,0
C021,C026,PKG002584,two_day,1.49,139.3,24.73,48.0,1,0
C002,C016,PKG002585,overnight,1.31,292.5,10.52,30.0,1,0
C102,C101,PKG002586,ground,1.14,69.9,15.9,25.3,1,0
C010,C063,PKG002587,ground,1.85,1352.6,45.54,48.6,1,0
C012,C027,PKG002588,ground,2.86,494.8,42.04,33.0,0,0
C014,C015,PKG002589,ground,1.54,73.5,18.12,25.3,1,0
C107,C014,PKG002590,ground,3.53,4090.5,78.74,98.4,1,0
C063,C068,PKG002591,ground,0.26,1259.2,48.6,46.9,0,0
C062,C004,PKG002592,overnight,3.52,1691.4,19.68,30.0,1,0
C107,C103,PKG002593,ground,1.6,566.9,26.12,34.3,1,0
C009,C002,PKG002594,two_day,3.88,239.4,19.38,48.0,1,0
C107,C102,PKG002595,ground,2.35,791.0,23.69,38.4,1,0
C020,C038,PKG002596,ground,2.61,1492.3,50.41,51.1,1,0
C063,C061,PKG002597,ground,3.59,61.5,20.33,25.1,1,0
C042,C018,PKG002598,overnight,1.64,1718.5,23.67,30.0,1,0
C038,C013,PKG002599,ground,1.52,1732.6,43.16,55.5,1,0
C101,C009,PKG002600,ground,0.74,3824.5,75.04,93.5,1,0
C014,C035,PKG002601,two_day,2.3,1380.2,41.34,48.0,1,0
C108,C040,PKG002602,two_day,1.31,4062.2,40.8,48.0,1,0
C038,C037,PKG002603,two_day,1.83,89.2,29.29,48.0,1,0
C066,C087,PKG002604,ground,1.38,1627.9,46.22,53.6,1,0
C106,C084,PKG002605,ground,6.25,807.2,47.3,38.7,0,0
C006,C008,PKG002606,two_day,5.71,202.3,23.02,48.0,1,0
C100,C015,PKG002607,ground,0.9,4030.2,87.85,97.3,1,0
C058,C028,PKG002608,ground,0.75,1103.1,42.66,44.1,1,0
C072,C066,PKG002609,ground,2.61,253.2,14.59,28.6,1,0
C014,C045,PKG002610,ground,2.16,1669.0,40.95,54.3,1,0
C054,C052,PKG002611,overnight,1.88,78.1,14.79,30.0,1,0
C069,C070,PKG002612,two_day,0.75,181.3,27.24,48.0,1,0
C046,C055,PKG002613,ground,2.23,774.1,22.05,38.1,1,0
C015,C012,PKG002614,overnight,0.75,586.9,14.42,30.0,1,1
C023,C017,PKG002615,ground,1.54,507.6,21.58,33.2,1,0
C092,C051,PKG002616,ground,4.12,3026.3,63.74,79.0,1,0
C004,C071,PKG002617,ground,1.76,2396.2,67.48,67.6,1,0
C073,C056,PKG002618,two_day,1.47,1610.0,35.75,48.0,1,0
C108,C103,PKG002619,ground,3.9,597.0,24.03,34.9,1,0
C001,C027,PKG002620,ground,1.98,611.7,41.52,35.1,0,0
C016,C043,PKG002621,two_day,2.15,1568.4,33.58,48.0,1,0
C069,C107,PKG002622,ground,0.32,2316.4,54.27,66.1,1,0
C006,C066,PKG002623,overnight,8.76,2201.8,18.66,30.0,1,0
C060,C001,PKG002624,ground,3.47,1711.6,40.28,55.1,1,0
C070,C061,PKG002625,ground,0.98,982.4,31.94,41.9,1,0
C060,C042,PKG002626,two_day,0.96,1667.5,39.4,48.0,1,0
C036,C005,PKG002627,ground,1.36,1185.5,43.85,45.6,1,0
C072,C063,PKG002628,ground,0.61,1102.7,40.16,44.0,1,0
C061,C071,PKG002629,two_day,2.83,1012.9,28.27,48.0,1,0
C020,C001,PKG002630,overnight,0.7,440.6,17.64,30.0,1,0
C058,C059,PKG002631,two_day,3.36,89.5,29.41,48.0,1,0
C095,C101,PKG002632,two_day,0.56,787.2,27.52,48.0,1,0
C068,C015,PKG002633,ground,3.42,2722.3,60.14,73.5,1,0
C048,C047,PKG002634,ground,0.91,115.6,19.41,26.1,1,0
C030,C024,PKG002635,ground,6.2,394.6,28.2,31.2,1,0
C008,C018,PKG002636,ground,0.65,146.3,27.3,26.7,0,0
C023,C016,PKG002637,two_day,3.55,538.1,26.07,48.0,1,0
C001,C034,PKG002638,ground,3.5,1560.7,48.05,52.4,1,0
C107,C012,PKG002639,ground,1.53,3581.1,76.45,89.1,1,0
C021,C018,PKG002640,ground,0.69,234.4,17.59,28.3,1,0
C087,C086,PKG002641,ground,1.6,169.4,30.37,27.1,0,0
C016,C030,PKG002642,ground,1.33,508.0,27.24,33.2,1,0
C027,C025,PKG002643,ground,2.49,17.5,21.0,24.3,1,0
C042,C023,PKG002644,ground,5.28,1543.0,47.84,52.1,1,0
C031,C051,PKG002645,ground,1.94,582.8,28.06,34.6,1,0
C085,C100,PKG002646,ground,2.7,1663.7,43.83,54.2,1,0
C103,C091,PKG002647,two_day,1.02,435.7,26.74,48.0,1,0
C094,C108,PKG002648,ground,2.96,108.2,25.05,26.0,1,0
C015,C016,PKG002649,ground,1.71,196.2,26.56,27.6,1,0
C082,C108,PKG002650,ground,1.41,859.0,49.91,39.6,0,0
C014,C022,PKG002651,ground,2.74,597.5,44.98,34.9,0,0
C099,C101,PKG002652,overnight,1.64,319.9,12.48,30.0,1,0
C052,C066,PKG002653,two_day,2.43,1766.8,40.99,48.0,1,0
C033,C032,PKG002654,overnight,0.94,50.2,16.97,30.0,1,0
C015,C092,PKG002655,two_day,0.95,3947.5,43.78,48.0,1,0
C001,C055,PKG002656,ground,2.81,1823.0,51.93,57.1,1,0
C023,C030,PKG002657,ground,2.12,339.4,21.69,30.2,1,0
C099,C090,PKG002658,ground,1.21,1970.6,51.36,59.8,1,0
C085,C091,PKG002659,ground,1.13,633.0,51.93,35.5,0,0
C106,C026,PKG002660,ground,0.8,3772.4,83.4,92.6,1,0
C010,C015,PKG002661,ground,1.94,579.8,26.99,34.5,1,0
C060,C049,PKG002662,ground,0.95,551.6,20.02,34.0,1,0
C024,C054,PKG002663,ground,6.01,290.1,30.68,29.3,0,0
C055,C101,PKG002664,two_day,2.71,2318.0,29.05,48.0,1,0
C030,C027,PKG002665,two_day,2.26,223.7,23.63,48.0,1,0
C027,C032,PKG002666,overnight,1.6,578.9,18.77,30.0,1,0
C059,C079,PKG002667,ground,1.3,1235.0,56.91,46.5,0,0
C017,C006,PKG002668,ground,1.6,285.8,33.47,29.2,0,0
C048,C009,PKG002669,overnight,0.31,927.5,26.48,30.0,1,0
C066,C077,PKG002670,two_day,3.34,557.6,16.69,48.0,1,0
C012,C006,PKG002671,ground,2.82,248.9,21.2,28.5,1,0
C101,C102,PKG002672,ground,0.36,69.9,28.38,25.3,0,0
C051,C008,PKG002673,ground,2.84,854.2,38.07,39.5,1,0
C087,C081,PKG002674,overnight,2.29,1044.3,19.86,30.0,1,0
C067,C097,PKG002675,two_day,2.38,2834.3,45.63,48.0,1,0
C073,C016,PKG002676,ground,3.55,1837.2,52.61,57.4,1,0
C074,C045,PKG002677,ground,12.47,490.8,44.03,32.9,0,0
C094,C050,PKG002678,ground,3.51,3375.1,70.04,85.4,1,0
C063,C050,PKG002679,ground,2.66,950.6,29.76,41.3,1,0
C026,C052,PKG002680,two_day,8.58,638.6,37.69,48.0,1,0
C010,C044,PKG002681,ground,2.03,1350.9,41.26,48.6,1,0
C061,C051,PKG002682,ground,1.78,1006.9,38.39,42.3,1,0
C006,C096,PKG002683,ground,2.39,3951.2,79.74,95.8,1,0
C023,C055,PKG002684,overnight,1.06,1180.8,12.89,30.0,1,0
C006,C020,PKG002685,ground,1.97,266.1,30.94,28.8,0,0
C056,C054,PKG002686,ground,0.7,914.0,26.24,40.6,1,0
C015,C077,PKG002687,two_day,1.22,2339.0,41.33,48.0,1,0
C062,C033,PKG002688,two_day,2.75,1288.9,39.16,48.0,1,0
C084,C096,PKG002689,two_day,1.67,954.6,36.44,48.0,1,1
C088,C086,PKG002690,two_day,4.04,510.6,28.95,48.0,1,0
C030,C090,PKG002691,ground,0.84,2635.8,70.4,71.9,1,0
C056,C023,PKG002692,overnight,2.46,1241.6,23.29,30.0,1,0
C058,C090,PKG002693,overnight,5.43,1625.8,16.81,30.0,1,0
C048,C016,PKG002694,ground,3.63,953.5,30.58,41.3,1,0
C067,C069,PKG002695,two_day,1.47,40.9,9.14,48.0,1,0
C020,C027,PKG002696,ground,3.18,181.2,26.03,27.3,1,0
C107,C010,PKG002697,ground,1.07,3585.4,68.52,89.2,1,0
C010,C014,PKG002698,ground,5.55,510.7,27.66,33.3,1,0
C089,C015,PKG002699,ground,1.0,3065.2,66.72,79.7,1,0
C061,C068,PKG002700,overnight,3.64,1198.4,18.8,30.0,1,0
C023,C062,PKG002701,ground,0.37,1321.1,50.96,48.0,0,0
C079,C060,PKG002702,ground,0.49,1228.7,50.22,46.3,0,0
C008,C052,PKG002703,ground,3.46,781.1,33.48,38.2,1,0
C082,C063,PKG002704,ground,6.35,1474.8,34.51,50.8,1,0
C060,C046,PKG002705,ground,5.07,318.0,32.04,29.8,0,0
C011,C010,PKG002706,ground,0.75,32.2,21.06,24.6,1,0
C008,C054,PKG002707,two_day,3.02,791.2,39.75,48.0,1,0
C079,C080,PKG002708,overnight,0.87,85.5,18.38,30.0,1,0
C028,C014,PKG002709,ground,1.8,567.3,36.97,34.3,0,0
C096,C080,PKG002710,overnight,4.47,1507.2,18.9,30.0,1,0
C080,C090,PKG002711,two_day,2.49,624.3,34.67,48.0,1,0
C072,C055,PKG002712,ground,0.64,1699.2,49.26,54.9,1,0
C026,C016,PKG002713,ground,2.04,333.6,22.13,30.1,1,0
C073,C072,PKG002714,ground,0.94,747.1,23.78,37.6,1,0
C102,C061,PKG002715,two_day,2.91,2305.1,36.6,48.0,1,0
C009,C018,PKG002716,ground,1.24,215.7,29.04,27.9,0,0
C031,C108,PKG002717,ground,0.76,3597.6,66.39,89.4,1,0
C022,C032,PKG002718,two_day,1.98,595.5,35.99,48.0,1,0
C039,C038,PKG002719,ground,2.68,84.0,24.27,25.5,1,0
C078,C092,PKG002720,two_day,1.5,1751.2,31.06,48.0,1,0
C048,C081,PKG002721,ground,1.53,1701.1,53.96,54.9,1,0
C058,C054,PKG002722,overnight,0.68,715.1,13.41,30.0,1,0
C030,C016,PKG002723,ground,2.07,508.0,12.54,33.2,1,0
C013,C015,PKG002724,ground,1.63,119.0,21.15,26.2,1,0
C025,C010,PKG002725,two_day,2.14,477.2,29.63,48.0,1,0
C092,C087,PKG002726,ground,1.03,516.8,35.43,33.4,0,0
C061,C034,PKG002727,overnight,3.06,734.8,18.37,30.0,1,0
C038,C016,PKG002728,two_day,1.28,1554.9,29.3,48.0,1,0
C084,C100,PKG002729,ground,2.9,1045.1,46.39,43.0,0,0
C006,C009,PKG002730,ground,3.7,149.8,22.9,26.7,1,0
C024,C004,PKG002731,overnight,0.56,443.9,11.84,30.0,1,0
C021,C013,PKG002732,ground,1.19,345.5,27.3,30.3,1,0
C107,C092,PKG002733,overnight,1.01,554.5,11.93,30.0,1,0
C072,C048,PKG002734,ground,1.1,1644.5,49.26,53.9,1,0
C063,C020,PKG002735,overnight,4.08,1635.9,16.57,30.0,1,0
C001,C002,PKG002736,ground,0.63,66.6,17.22,25.2,1,0
C018,C020,PKG002737,two_day,3.19,149.9,23.45,48.0,1,0
C065,C064,PKG002738,ground,1.37,34.7,16.46,24.6,1,0
C038,C031,PKG002739,ground,1.51,750.1,37.86,37.6,0,0
C100,C084,PKG002740,overnight,1.86,1045.1,17.46,30.0,1,0
C081,C083,PKG002741,overnight,1.16,563.5,16.33,30.0,1,0
C045,C075,PKG002742,ground,0.49,557.4,34.14,34.1,0,0
C079,C092,PKG002743,overnight,4.18,1243.1,27.4,30.0,1,0
C107,C092,PKG002744,ground,1.47,554.5,20.37,34.1,1,0
C047,C046,PKG002745,ground,0.56,92.7,25.68,25.7,1,0
C066,C049,PKG002746,ground,4.29,1449.7,43.86,50.4,1,0
C100,C101,PKG002747,ground,0.42,54.5,9.61,25.0,1,0
C023,C018,PKG002748,ground,2.69,531.8,17.09,33.7,1,0
C096,C036,PKG002749,ground,12.16,3082.8,72.56,80.1,1,0
C010,C025,PKG002750,ground,0.77,477.2,36.05,32.7,0,0
C066,C064,PKG002751,two_day,2.44,61.6,26.8,48.0,1,0
C083,C088,PKG002752,two_day,1.74,888.0,32.65,48.0,1,0
C063,C029,PKG002753,two_day,1.28,1485.7,33.01,48.0,1,0
C050,C025,PKG002754,ground,0.55,577.2,38.87,34.5,0,0
C063,C045,PKG002755,two_day,0.94,721.8,33.78,48.0,1,0
C015,C018,PKG002756,ground,0.39,157.9,19.08,26.9,1,1
C020,C034,PKG002757,two_day,2.6,1123.8,38.95,48.0,1,0
C025,C036,PKG002758,ground,0.73,985.7,40.01,41.9,1,0
C061,C062,PKG002759,ground,3.5,89.6,27.13,25.6,0,0
C044,C088,PKG002760,ground,1.64,1499.2,64.2,51.3,0,0
C023,C030,PKG002761,two_day,1.98,339.4,24.74,48.0,1,0
C095,C103,PKG002762,overnight,1.81,628.4,13.99,30.0,1,0
C037,C060,PKG002763,two_day,0.3,1356.8,36.04,48.0,1,0
C045,C034,PKG002764,overnight,1.75,318.5,16.43,30.0,1,0
C041,C039,PKG002765,overnight,1.34,336.5,13.93,30.0,1,0
C017,C066,PKG002766,ground,2.21,2231.2,49.44,64.6,1,0
C077,C049,PKG002767,two_day,1.58,1305.3,31.9,48.0,1,0
C045,C075,PKG002768,ground,3.48,557.4,32.45,34.1,1,0
C002,C004,PKG002769,ground,5.17,398.0,24.52,31.2,1,0
C104,C082,PKG002770,ground,7.85,565.8,39.43,34.3,0,0
C087,C085,PKG002771,overnight,3.05,80.4,11.88,30.0,1,0
C075,C031,PKG002772,two_day,3.65,1043.0,35.5,48.0,1,0
C094,C093,PKG002773,ground,3.05,672.6,42.16,36.2,0,0
C099,C101,PKG002774,ground,1.87,319.9,15.11,29.8,1,0
C033,C081,PKG002775,ground,3.99,2140.4,63.09,62.9,0,0
C062,C071,PKG002776,two_day,2.19,923.5,38.34,48.0,1,0
C062,C036,PKG002777,overnight,1.62,705.9,18.35,30.0,1,0
C025,C003,PKG002778,ground,0.45,636.7,47.39,35.6,0,0
C021,C052,PKG002779,ground,1.0,723.6,44.77,37.2,0,0
C011,C021,PKG002780,ground,2.12,503.5,37.35,33.2,0,0
C067,C070,PKG002781,ground,0.69,176.3,22.11,27.2,1,0
C083,C076,PKG002782,ground,1.64,1386.7,59.37,49.2,0,0
C080,C066,PKG002783,ground,0.66,1393.4,49.65,49.3,0,0
C030,C017,PKG002784,ground,0.67,500.8,26.67,33.1,1,0
C020,C048,PKG002785,ground,1.13,811.5,34.62,38.8,1,1
C046,C074,PKG002786,overnight,1.14,1115.0,18.52,30.0,1,0
C055,C050,PKG002787,ground,2.41,950.7,31.42,41.3,1,0
C100,C101,PKG002788,ground,0.44,54.5,21.59,25.0,1,0
C094,C108,PKG002789,two_day,7.41,108.2,17.18,48.0,1,0
C100,C101,PKG002790,overnight,5.41,54.5,17.83,30.0,1,0
C092,C067,PKG002791,ground,2.65,1783.5,46.0,56.4,1,0
C105,C080,PKG002792,ground,4.61,998.7,39.25,42.2,1,0
C047,C028,PKG002793,two_day,0.95,777.5,29.69,48.0,1,0
C005,C061,PKG002794,ground,6.97,1589.1,36.7,52.9,1,0
C008,C024,PKG002795,two_day,1.59,581.0,30.51,48.0,1,0
C039,C074,PKG002796,ground,1.32,948.2,46.5,41.2,0,0
C024,C108,PKG002797,ground,1.33,3526.4,73.82,88.1,1,1
C016,C001,PKG002798,ground,1.5,320.7,30.23,29.8,0,0
C103,C065,PKG002799,two_day,2.25,1986.7,30.83,48.0,1,0
C018,C027,PKG002800,ground,4.49,325.5,24.72,29.9,1,0
C103,C108,PKG002801,ground,1.99,597.0,33.39,34.9,1,0
C080,C039,PKG002802,ground,2.04,2508.9,60.61,69.6,1,0
C065,C082,PKG002803,two_day,0.69,1876.2,28.33,48.0,1,0
C069,C071,PKG002804,ground,5.4,153.5,25.86,26.8,1,0
C032,C030,PKG002805,two_day,0.4,358.5,27.81,48.0,1,0
C066,C042,PKG002806,two_day,1.02,1563.2,32.61,48.0,1,0
C018,C022,PKG002807,ground,1.9,525.8,31.75,33.6,1,0
C101,C087,PKG002808,overnight,1.56,1672.6,14.77,30.0,1,0
C029,C005,PKG002809,overnight,1.46,606.6,10.02,30.0,1,0
C024,C061,PKG002810,ground,3.3,1256.6,42.1,46.8,1,0
C073,C025,PKG002811,ground,0.9,1526.8,49.47,51.8,1,0
C067,C049,PKG002812,ground,2.88,1771.0,57.78,56.2,0,0
C045,C036,PKG002813,ground,1.88,299.5,22.38,29.4,1,0
C064,C090,PKG002814,ground,0.71,1245.8,48.17,46.7,0,0
C015,C007,PKG002815,overnight,2.12,205.1,17.14,30.0,1,0
C069,C064,PKG002816,two_day,1.55,333.5,26.96,48.0,1,0
C025,C050,PKG002817,ground,2.16,577.2,46.05,34.5,0,0
C026,C001,PKG002818,ground,2.15,648.4,43.56,35.8,0,0
C016,C008,PKG002819,ground,0.56,218.0,29.82,28.0,0,0
C032,C022,PKG002820,ground,3.51,595.5,32.95,34.8,1,0
C032,C049,PKG002821,ground,0.74,514.9,42.24,33.4,0,0
C046,C061,PKG002822,overnight,1.82,684.4,14.93,30.0,1,0
C018,C016,PKG002823,two_day,1.12,73.3,16.33,48.0,1,0
C018,C048,PKG002824,ground,2.48,939.0,40.11,41.1,1,0
C055,C086,PKG002825,two_day,1.54,2071.0,36.5,48.0,1,0
C012,C032,PKG002826,ground,3.14,889.9,51.82,40.2,0,0
C071,C088,PKG002827,two_day,1.87,952.6,31.06,48.0,1,0
C102,C065,PKG002828,ground,2.59,2863.5,65.99,76.1,1,0
C043,C044,PKG002829,ground,2.73,105.8,26.08,25.9,0,0
C098,C010,PKG002830,two_day,0.7,3412.3,25.36,48.0,1,0
C010,C027,PKG002831,ground,1.94,473.6,42.83,32.6,0,0
C004,C007,PKG002832,ground,0.31,164.1,32.89,27.0,0,1
C075,C069,PKG002833,ground,3.15,779.1,22.1,38.2,1,0
C080,C061,PKG002834,two_day,2.67,903.1,33.47,48.0,1,0
C091,C106,PKG002835,two_day,2.47,655.7,34.94,48.0,1,0
C006,C021,PKG002836,ground,0.67,361.5,32.24,30.6,0,0
C082,C060,PKG002837,ground,3.97,1863.3,50.69,57.9,1,0
C037,C049,PKG002838,two_day,1.31,1226.8,25.23,48.0,1,0
C029,C058,PKG002839,ground,5.6,1072.7,33.41,43.5,1,0
C016,C050,PKG002840,ground,1.42,830.7,40.35,39.1,0,0
C108,C084,PKG002841,two_day,1.04,846.8,25.75,48.0,1,0
C006,C011,PKG002842,ground,3.62,245.6,20.96,28.5,1,0
C089,C102,PKG002843,two_day,5.22,1676.2,36.79,48.0,1,0
C065,C071,PKG002844,ground,10.2,240.0,24.74,28.4,1,0
C077,C063,PKG002845,two_day,1.49,609.6,29.77,48.0,1,0
C074,C040,PKG002846,ground,0.84,1126.2,34.03,44.5,1,0
C092,C103,PKG002847,ground,1.82,209.2,25.05,27.8,1,0
C018,C015,PKG002848,ground,1.1,157.9,32.79,26.9,0,0
C001,C039,PKG002849,overnight,2.0,1783.6,22.94,30.0,1,0
C061,C009,PKG002850,overnight,2.69,1777.1,16.97,30.0,1,0
C035,C077,PKG002851,two_day,8.13,963.8,36.07,48.0,1,0
C012,C077,PKG002852,ground,2.93,1852.1,46.68,57.7,1,0
C018,C019,PKG002853,ground,4.03,194.1,25.95,27.5,1,0
C032,C040,PKG002854,two_day,6.43,997.0,21.68,48.0,1,0
C007,C019,PKG002855,two_day,4.12,328.8,37.5,48.0,1,0
C006,C025,PKG002856,ground,4.24,417.4,37.2,31.6,0,0
C100,C067,PKG002857,overnight,2.44,2731.5,24.29,30.0,1,0
C030,C018,PKG002858,ground,4.12,547.3,29.35,34.0,1,0
C107,C018,PKG002859,ground,2.24,4040.5,87.52,97.5,1,0
C105,C102,PKG002860,overnight,4.92,1121.8,20.47,30.0,1,0
C014,C027,PKG002861,ground,1.25,421.9,32.05,31.7,0,0
C074,C073,PKG002862,ground,2.11,100.0,32.76,25.8,0,0
C061,C063,PKG002863,ground,4.59,61.5,23.3,25.1,1,0
C071,C007,PKG002864,overnight,1.66,2496.7,19.59,30.0,1,0
C010,C004,PKG002865,ground,1.52,234.6,21.59,28.3,1,0
C018,C017,PKG002866,two_day,1.47,50.6,24.86,48.0,1,0
C008,C028,PKG002867,ground,0.31,596.6,39.16,34.8,0,0
