from_id,to_id,block,number_of_flights,seats,delay_min
AEZ,AEJ,midday,5,605,12.0
AEZ,AEJ,afternoon,7,728,56.0
AEZ,AEJ,evening,7,889,5.5
AEZ,AEO,morning,6,1194,11.1
AEZ,AEO,midday,6,1140,16.1
AEZ,AEO,afternoon,7,791,49.9
AEZ,AEO,evening,6,864,13.3
AEZ,AEP,morning,5,825,7.8
AEZ,AEP,midday,6,702,6.9
AEZ,AEP,afternoon,8,1560,57.8
AEZ,AEP,evening,8,1288,14.0
AEZ,AEQ,morning,5,700,17.3
AEZ,AEQ,midday,7,532,7.2
AEZ,AEQ,afternoon,7,1281,57.1
AEZ,AEQ,evening,6,840,9.4
AEZ,AEV,morning,4,460,17.7
AEZ,AEV,midday,5,720,8.5
AEZ,AEV,afternoon,7,1197,59.6
AEZ,AEV,evening,7,1183,8.2
AEZ,AFC,morning,5,405,8.5
AEZ,AFC,midday,7,1043,13.3
AEZ,AFC,afternoon,5,675,67.6
AEZ,AFC,evening,7,1078,16.6
AEZ,AFE,morning,5,595,6.1
AEZ,AFE,midday,7,917,14.0
AEZ,AFE,afternoon,6,834,59.9
AEZ,AFE,evening,6,858,5.6
AEZ,AFH,morning,6,942,17.6
AEZ,AFH,midday,7,511,17.9
AEZ,AFH,afternoon,6,648,63.5
AEZ,AFH,evening,6,474,9.6
AEZ,AFK,morning,4,432,8.8
AEZ,AFK,midday,6,1146,15.1
AEZ,AFK,afternoon,7,518,60.1
AEZ,AFK,evening,7,602,10.7
AEZ,AFL,morning,6,1158,2.9
AEZ,AFL,midday,6,834,10.8
AEZ,AFL,afternoon,6,1122,65.6
AEZ,AFL,evening,5,720,7.8
AEZ,AFN,morning,6,540,12.9
AEZ,AFN,midday,6,888,13.8
AEZ,AFN,afternoon,5,995,61.8
AEZ,AFN,evening,9,1701,15.6
AEZ,AFO,morning,10,1760,4.6
AEZ,AFO,midday,12,1644,7.0
AEZ,AFO,afternoon,13,2093,55.8
AEZ,AFO,evening,11,814,14.1
AEZ,AFR,morning,5,680,8.9
AEZ,AFR,midday,5,440,9.8
AEZ,AFR,afternoon,7,546,46.9
AEZ,AFR,evening,7,574,17.4
AEZ,AFS,morning,5,780,14.6
AEZ,AFS,midday,7,952,14.2
AEZ,AFS,afternoon,8,1272,64.1
AEZ,AFS,evening,5,645,11.6
AEZ,AFX,morning,6,498,9.4
AEZ,AFX,midday,7,973,10.3
AEZ,AFX,afternoon,7,1309,56.1
AEZ,AFX,evening,6,1152,24.7
AEZ,AGI,morning,7,1295,15.4
AEZ,AGI,midday,6,1032,6.9
AEZ,AGI,afternoon,8,1544,60.7
AEZ,AGI,evening,6,462,9.0
AEZ,AGP,morning,5,560,16.6
AEZ,AGP,midday,6,684,10.1
AEZ,AGP,afternoon,8,960,55.9
AEZ,AGP,evening,6,1176,17.5
AEZ,AGR,morning,9,675,13.3
AEZ,AGR,midday,10,920,12.9
AEZ,AGR,afternoon,10,880,54.3
AEZ,AGR,evening,11,1760,13.3
AEZ,AGU,morning,6,1146,5.6
AEZ,AGU,midday,5,620,11.9
AEZ,AGU,afternoon,7,1064,60.7
AEZ,AGU,evening,6,894,12.6
AEZ,AHA,morning,6,732,8.1
AEZ,AHA,midday,6,576,8.1
AEZ,AHA,afternoon,6,1128,59.3
AEZ,AHA,evening,5,690,17.5
AEZ,AHO,morning,6,1080,13.0
AEZ,AHO,midday,4,624,12.6
AEZ,AHO,afternoon,6,708,54.4
AEZ,AHO,evening,7,847,8.9
AFA,ABK,morning,4,408,7.8
AFA,ABK,midday,4,404,16.0
AFA,ABK,afternoon,6,870,61.2
AFA,ABK,evening,6,444,6.9
AFB,AGR,morning,4,500,9.3
AFB,AGR,midday,3,342,9.2
AFB,AGR,afternoon,6,936,21.4
AFB,AGR,evening,5,485,7.7
AFC,AAB,morning,4,420,13.1
AFC,AAB,midday,6,774,5.8
AFC,AAB,afternoon,3,378,12.6
AFC,AAB,evening,5,865,11.4
AFC,AEZ,morning,4,724,7.5
AFC,AEZ,midday,4,468,8.2
AFC,AEZ,afternoon,4,356,12.0
AFC,AEZ,evening,3,237,12.4
AFD,ADY,morning,3,531,5.7
AFD,ADY,midday,4,296,14.6
AFD,ADY,afternoon,5,635,16.2
AFD,ADY,evening,5,490,15.1
AFD,AHB,morning,2,344,3.5
AFD,AHB,midday,1,144,12.9
AFD,AHB,afternoon,1,175,14.3
AFD,AHB,evening,1,189,5.1
AFE,AAB,morning,5,625,15.3
AFE,AAB,midday,6,774,9.7
AFE,AAB,afternoon,5,715,23.2
AFE,AAB,evening,5,660,21.8
AFE,AEC,morning,2,304,8.7
AFE,AEC,midday,2,384,25.7
AFE,AEC,afternoon,3,477,8.8
AFE,AEC,evening,3,330,17.7
AFE,AEZ,morning,4,632,15.5
AFE,AEZ,midday,7,966,8.7
AFE,AEZ,afternoon,6,966,16.5
AFE,AEZ,evening,5,515,12.0
AFF,ABK,morning,3,357,13.0
AFF,ABK,midday,6,1182,13.3
AFF,ABK,afternoon,7,707,56.9
AFF,ABK,evening,5,905,13.8
AFG,AGR,morning,2,304,14.0
AFG,AGR,midday,4,328,16.8
AFG,AGR,afternoon,6,630,15.2
AFG,AGR,evening,3,249,14.8
AFH,AAB,morning,5,490,8.3
AFH,AAB,midday,6,1176,9.0
AFH,AAB,afternoon,6,438,11.4
AFH,AAB,evening,4,696,10.0
AFH,AEZ,morning,3,426,14.3
AFH,AEZ,midday,5,790,17.5
AFH,AEZ,afternoon,5,645,11.8
AFH,AEZ,evening,6,864,18.1
AFI,AGC,morning,4,792,18.0
AFI,AGC,midday,4,580,14.3
AFI,AGC,afternoon,3,282,10.4
AFI,AGC,evening,5,565,22.4
AFJ,ABK,morning,5,740,10.3
AFJ,ABK,midday,2,220,7.5
AFJ,ABK,afternoon,5,560,52.9
AFJ,ABK,evening,5,785,7.5
AFK,AAB,morning,4,332,5.7
AFK,AAB,midday,5,375,13.6
AFK,AAB,afternoon,5,805,8.8
AFK,AAB,evening,5,375,26.4
AFK,AEZ,morning,4,412,8.6
AFK,AEZ,midday,7,532,7.5
AFK,AEZ,afternoon,7,1162,14.4
AFK,AEZ,evening,5,550,16.8
AFL,AAB,morning,4,288,12.6
AFL,AAB,midday,4,792,15.6
AFL,AAB,afternoon,6,450,4.6
AFL,AAB,evening,5,370,9.1
AFL,AEZ,morning,5,770,9.1
AFL,AEZ,midday,4,516,6.5
AFL,AEZ,afternoon,5,365,16.3
AFL,AEZ,evening,6,1032,6.5
AFM,AGR,morning,6,648,7.4
AFM,AGR,midday,6,774,11.2
AFM,AGR,afternoon,3,564,11.4
AFM,AGR,evening,5,650,15.5
AFN,AAB,morning,2,290,12.4
AFN,AAB,midday,3,483,15.5
AFN,AAB,afternoon,6,906,15.7
AFN,AAB,evening,3,357,15.9
AFN,AEZ,morning,5,750,11.9
AFN,AEZ,midday,3,267,12.0
AFN,AEZ,afternoon,5,440,12.7
AFN,AEZ,evening,4,652,16.1
AFO,AAB,morning,11,2035,11.5
AFO,AAB,midday,10,1570,11.1
AFO,AAB,afternoon,12,1452,9.2
AFO,AAB,evening,13,1391,13.4
AFO,ABL,morning,7,658,11.7
AFO,ABL,midday,9,711,9.3
AFO,ABL,afternoon,7,994,11.9
AFO,ABL,evening,6,528,8.0
AFO,ACE,morning,8,776,14.1
AFO,ACE,midday,7,1148,12.1
AFO,ACE,afternoon,11,1287,10.7
AFO,ACE,evening,6,990,16.4
AFO,ACF,morning,7,1337,10.7
AFO,ACF,midday,8,1280,6.4
AFO,ACF,afternoon,9,1341,16.6
AFO,ACF,evening,8,944,11.8
AFO,ACK,morning,7,812,11.3
AFO,ACK,midday,7,749,13.4
AFO,ACK,afternoon,10,1030,17.7
AFO,ACK,evening,8,1264,14.9
AFO,ACN,morning,6,816,11.2
AFO,ACN,midday,7,679,14.9
AFO,ACN,afternoon,9,801,11.7
AFO,ACN,evening,8,1400,20.4
AFO,ADA,morning,9,1611,11.8
AFO,ADA,midday,9,801,3.4
AFO,ADA,afternoon,9,1674,13.0
AFO,ADA,evening,8,1408,20.4
AFO,ADJ,morning,6,1152,17.6
AFO,ADJ,midday,7,791,22.3
AFO,ADJ,afternoon,10,1820,11.3
AFO,ADJ,evening,8,760,14.8
AFO,AEG,morning,8,800,7.4
AFO,AEG,midday,8,976,13.9
AFO,AEG,afternoon,10,730,7.4
AFO,AEG,evening,7,854,11.7
AFO,AEP,morning,4,716,10.4
AFO,AEP,midday,7,581,17.1
AFO,AEP,afternoon,9,1044,18.6
AFO,AEP,evening,9,972,16.7
AFO,AEZ,morning,10,1130,7.8
AFO,AEZ,midday,11,913,13.3
AFO,AEZ,afternoon,15,1845,14.1
AFO,AEZ,evening,12,1356,17.5
AFO,AFR,morning,6,1170,14.9
AFO,AFR,midday,9,1566,17.5
AFO,AFR,afternoon,9,999,7.3
AFO,AFR,evening,8,1536,1.1
AFO,AFS,morning,8,640,5.9
AFO,AFS,midday,8,1472,16.3
AFO,AFS,afternoon,10,1290,14.2
AFO,AFS,evening,11,1188,7.7
AFO,AGP,morning,6,846,19.0
AFO,AGP,midday,8,1336,17.6
AFO,AGP,afternoon,8,1288,12.4
AFO,AGP,evening,7,1295,11.5
AFO,AHA,morning,7,1134,11.4
AFO,AHA,midday,7,1057,15.1
AFO,AHA,afternoon,10,1680,20.0
AFO,AHA,evening,8,1448,14.0
AFO,AHO,morning,8,688,14.4
AFO,AHO,midday,9,1062,16.3
AFO,AHO,afternoon,9,1152,10.5
AFO,AHO,evening,8,1096,18.5
AFP,ADY,morning,2,394,7.7
AFP,ADY,midday,3,462,0.0
AFP,ADY,afternoon,5,725,2.3
AFP,ADY,evening,4,576,5.9
AFP,AFD,morning,1,130,10.0
AFP,AFD,midday,2,366,10.7
AFP,AFD,afternoon,1,198,13.6
AFP,AFD,evening,2,230,17.9
AFQ,ADY,morning,5,640,6.4
AFQ,ADY,midday,4,296,9.6
AFQ,ADY,afternoon,6,984,13.2
AFQ,ADY,evening,5,475,6.2
AFR,AAB,morning,3,444,11.2
AFR,AAB,midday,4,364,7.3
AFR,AAB,afternoon,5,820,21.2
AFR,AAB,evening,3,300,7.9
AFR,AEZ,morning,2,242,20.3
AFR,AEZ,midday,3,555,9.8
AFR,AEZ,afternoon,4,380,15.5
AFR,AEZ,evening,5,485,11.9
AFR,AFO,morning,6,894,11.2
AFR,AFO,midday,7,658,11.4
AFR,AFO,afternoon,8,1416,15.1
AFR,AFO,evening,8,1008,14.7
AFS,AAB,morning,3,510,10.3
AFS,AAB,midday,5,790,12.1
AFS,AAB,afternoon,4,452,14.3
AFS,AAB,evening,5,435,23.3
AFS,AEZ,morning,3,531,12.0
AFS,AEZ,midday,5,685,20.4
AFS,AEZ,afternoon,4,740,11.2
AFS,AEZ,evening,7,1176,13.0
AFS,AFO,morning,6,606,7.0
AFS,AFO,midday,9,981,10.2
AFS,AFO,afternoon,9,882,15.8
AFS,AFO,evening,8,1488,20.9
AFT,ABK,morning,4,384,14.9
AFT,ABK,midday,4,372,18.8
AFT,ABK,afternoon,5,700,64.8
AFT,ABK,evening,5,835,17.7
AFT,AHM,morning,2,280,11.1
AFT,AHM,midday,2,198,21.6
AFT,AHM,afternoon,2,148,60.4
AFT,AHM,evening,5,620,7.3
AFU,AGC,morning,4,696,12.3
AFU,AGC,midday,4,716,24.7
AFU,AGC,afternoon,6,1122,21.0
AFU,AGC,evening,6,672,13.1
AFV,AGR,morning,2,144,18.0
AFV,AGR,midday,3,597,16.0
AFV,AGR,afternoon,5,590,19.9
AFV,AGR,evening,4,648,5.9
AFV,AHI,morning,2,250,12.7
AFV,AHI,midday,2,160,14.0
AFV,AHI,afternoon,3,234,4.5
AFV,AHI,evening,2,386,17.4
AFW,ABK,morning,5,550,12.0
AFW,ABK,midday,6,738,15.6
AFW,ABK,afternoon,6,522,64.2
AFW,ABK,evening,6,534,11.6
AFX,AAB,morning,2,200,10.1
AFX,AAB,midday,3,213,13.5
AFX,AAB,afternoon,4,336,17.8
AFX,AAB,evening,5,925,7.6
AFX,AEZ,morning,4,308,5.1
AFX,AEZ,midday,3,348,18.5
AFX,AEZ,afternoon,5,455,16.5
AFX,AEZ,evening,4,548,5.6
AFY,ABK,morning,5,605,5.8
AFY,ABK,midday,6,1002,20.7
AFY,ABK,afternoon,5,480,57.2
AFY,ABK,evening,7,1169,10.5
AFZ,AGC,morning,4,708,12.5
AFZ,AGC,midday,4,788,14.2
AFZ,AGC,afternoon,7,665,18.3
AFZ,AGC,evening,4,444,8.4
AGA,ADY,morning,4,784,5.0
AGA,ADY,midday,6,1086,11.2
AGA,ADY,afternoon,5,835,8.3
AGA,ADY,evening,6,756,10.0
AGB,AGC,morning,4,484,10.4
AGB,AGC,midday,6,720,16.5
AGB,AGC,afternoon,7,1316,25.9
AGB,AGC,evening,6,768,16.9
AGC,AAA,morning,6,954,10.6
AGC,AAA,midday,6,504,10.6
AGC,AAA,afternoon,9,1026,8.5
AGC,AAA,evening,6,1008,13.1
AGC,AAD,morning,5,835,16.4
AGC,AAD,midday,8,664,6.9
AGC,AAD,afternoon,8,1568,9.6
AGC,AAD,evening,7,1386,8.2
AGC,AAG,morning,6,576,11.9
AGC,AAG,midday,6,1014,7.5
AGC,AAG,afternoon,8,1000,15.4
AGC,AAG,evening,7,931,12.3
AGC,AAH,morning,5,910,15.8
AGC,AAH,midday,8,1360,18.0
AGC,AAH,afternoon,7,917,15.7
AGC,AAH,evening,6,552,6.2
AGC,AAM,morning,7,679,5.1
AGC,AAM,midday,8,984,11.4
AGC,AAM,afternoon,9,1485,11.9
AGC,AAM,evening,8,1128,8.3
AGC,AAN,morning,6,1068,8.5
AGC,AAN,midday,7,497,9.8
AGC,AAN,afternoon,8,608,9.1
AGC,AAN,evening,7,966,11.8
AGC,AAS,morning,5,690,14.7
AGC,AAS,midday,5,870,11.9
AGC,AAS,afternoon,7,644,24.3
AGC,AAS,evening,6,1116,13.1
AGC,AAU,morning,7,1379,9.1
AGC,AAU,midday,6,678,9.0
AGC,AAU,afternoon,7,868,12.0
AGC,AAU,evening,7,980,13.0
AGC,AAY,morning,3,432,17.6
AGC,AAY,midday,5,780,7.3
AGC,AAY,afternoon,6,804,13.1
AGC,AAY,evening,6,684,13.0
AGC,ABD,morning,5,600,6.7
AGC,ABD,midday,6,480,15.1
AGC,ABD,afternoon,9,1404,19.7
AGC,ABD,evening,8,560,7.1
AGC,ABE,morning,6,840,10.5
AGC,ABE,midday,6,756,2.6
AGC,ABE,afternoon,8,1080,4.5
AGC,ABE,evening,8,1568,14.3
AGC,ABN,morning,6,1062,6.8
AGC,ABN,midday,7,1351,5.2
AGC,ABN,afternoon,8,1272,12.8
AGC,ABN,evening,8,864,7.8
AGC,ABP,morning,7,1239,6.8
AGC,ABP,midday,6,600,15.2
AGC,ABP,afternoon,7,742,6.5
AGC,ABP,evening,6,660,10.4
AGC,ABQ,morning,6,846,11.8
AGC,ABQ,midday,6,552,13.9
AGC,ABQ,afternoon,9,639,16.9
AGC,ABQ,evening,8,1232,8.8
AGC,ABS,morning,6,1026,13.4
AGC,ABS,midday,7,1141,8.5
AGC,ABS,afternoon,7,1183,17.9
AGC,ABS,evening,8,1360,9.0
AGC,ABT,morning,6,432,16.0
AGC,ABT,midday,6,1170,10.4
AGC,ABT,afternoon,7,623,19.9
AGC,ABT,evening,7,756,15.7
AGC,ABW,morning,6,1116,7.1
AGC,ABW,midday,6,852,9.2
AGC,ABW,afternoon,6,930,15.6
AGC,ABW,evening,7,532,15.8
AGC,ACA,morning,7,945,12.0
AGC,ACA,midday,6,1050,10.7
AGC,ACA,afternoon,9,1116,15.8
AGC,ACA,evening,10,1290,12.8
AGC,ACB,morning,6,768,3.7
AGC,ACB,midday,7,1008,8.8
AGC,ACB,afternoon,8,1416,12.7
AGC,ACB,evening,7,1190,16.0
AGC,ACC,morning,7,546,15.3
AGC,ACC,midday,8,1488,13.2
AGC,ACC,afternoon,8,976,15.6
AGC,ACC,evening,7,616,14.6
AGC,ACD,morning,5,940,7.5
AGC,ACD,midday,7,1211,9.6
AGC,ACD,afternoon,9,819,7.9
AGC,ACD,evening,8,1184,6.8
AGC,ACI,morning,7,707,9.5
AGC,ACI,midday,8,1368,11.0
AGC,ACI,afternoon,7,945,15.0
AGC,ACI,evening,8,792,12.3
AGC,ACL,morning,7,637,12.0
AGC,ACL,midday,5,825,16.3
AGC,ACL,afternoon,9,1755,11.7
AGC,ACL,evening,5,510,14.0
AGC,ACZ,morning,7,1120,7.1
AGC,ACZ,midday,7,1372,11.3
AGC,ACZ,afternoon,7,1337,18.1
AGC,ACZ,evening,10,1660,11.1
AGC,ADB,morning,6,504,12.3
AGC,ADB,midday,7,1372,6.2
AGC,ADB,afternoon,9,1764,9.9
AGC,ADB,evening,6,1134,6.0
AGC,ADC,morning,7,1162,13.0
AGC,ADC,midday,7,1008,14.0
AGC,ADC,afternoon,8,1296,13.7
AGC,ADC,evening,8,1048,17.4
AGC,ADE,morning,4,432,6.3
AGC,ADE,midday,9,1269,26.3
AGC,ADE,afternoon,7,868,10.7
AGC,ADE,evening,8,760,11.6
AGC,ADI,morning,6,1038,7.9
AGC,ADI,midday,6,762,13.0
AGC,ADI,afternoon,9,1737,14.7
AGC,ADI,evening,7,497,13.0
AGC,ADN,morning,7,630,14.7
AGC,ADN,midday,7,966,12.0
AGC,ADN,afternoon,6,1080,13.0
AGC,ADN,evening,9,1755,6.6
AGC,ADX,morning,7,1064,12.3
AGC,ADX,midday,9,882,11.2
AGC,ADX,afternoon,8,640,8.5
AGC,ADX,evening,7,539,6.5
AGC,AEA,morning,6,738,20.0
AGC,AEA,midday,7,910,8.3
AGC,AEA,afternoon,8,1248,8.0
AGC,AEA,evening,7,714,9.5
AGC,AEB,morning,7,630,10.3
AGC,AEB,midday,5,970,14.7
AGC,AEB,afternoon,9,1368,15.3
AGC,AEB,evening,7,567,12.7
AGC,AEM,morning,6,1146,9.1
AGC,AEM,midday,7,1232,13.9
AGC,AEM,afternoon,8,608,8.0
AGC,AEM,evening,8,800,10.7
AGC,AEN,morning,7,952,6.7
AGC,AEN,midday,7,553,8.9
AGC,AEN,afternoon,8,1056,16.7
AGC,AEN,evening,7,602,13.9
AGC,AER,morning,7,742,15.4
AGC,AER,midday,6,1170,12.6
AGC,AER,afternoon,7,833,17.2
AGC,AER,evening,9,981,4.7
AGC,AFI,morning,7,777,15.9
AGC,AFI,midday,8,872,9.7
AGC,AFI,afternoon,9,873,13.8
AGC,AFI,evening,6,666,13.7
AGC,AFU,morning,7,735,7.5
AGC,AFU,midday,6,798,3.4
AGC,AFU,afternoon,8,1240,9.4
AGC,AFU,evening,6,486,13.3
AGC,AFZ,morning,7,546,11.9
AGC,AFZ,midday,6,786,5.6
AGC,AFZ,afternoon,8,1312,7.4
AGC,AFZ,evening,8,752,10.7
AGC,AGB,morning,5,435,9.2
AGC,AGB,midday,9,1485,3.6
AGC,AGB,afternoon,8,688,6.5
AGC,AGB,evening,8,1368,9.8
AGC,AGD,morning,8,1080,10.5
AGC,AGD,midday,7,1015,5.3
AGC,AGD,afternoon,8,1064,14.7
AGC,AGD,evening,8,1000,16.6
AGC,AGK,morning,6,630,6.6
AGC,AGK,midday,9,792,12.4
AGC,AGK,afternoon,8,992,16.5
AGC,AGK,evening,7,1043,7.5
AGC,AGL,morning,6,978,7.6
AGC,AGL,midday,6,960,15.6
AGC,AGL,afternoon,7,511,10.3
AGC,AGL,evening,7,903,14.9
AGC,AGX,morning,4,696,9.1
AGC,AGX,midday,7,889,9.8
AGC,AGX,afternoon,8,1520,12.6
AGC,AGX,evening,7,588,12.0
AGC,AHC,morning,6,594,14.3
AGC,AHC,midday,9,711,8.5
AGC,AHC,afternoon,9,945,13.3
AGC,AHC,evening,8,976,11.4
AGC,AHD,morning,6,426,13.6
AGC,AHD,midday,9,1485,8.7
AGC,AHD,afternoon,9,1098,14.8
AGC,AHD,evening,7,959,14.7
AGC,AHG,morning,6,978,4.3
AGC,AHG,midday,9,1656,16.0
AGC,AHG,afternoon,8,800,21.4
AGC,AHG,evening,7,1316,16.8
AGC,AHL,morning,5,735,15.5
AGC,AHL,midday,8,1328,11.2
AGC,AHL,afternoon,9,1116,7.1
AGC,AHL,evening,7,1351,4.3
AGD,AGC,morning,4,332,12.8
AGD,AGC,midday,5,390,8.4
AGD,AGC,afternoon,5,465,10.3
AGD,AGC,evening,3,324,10.8
AGE,ABK,morning,5,735,10.8
AGE,ABK,midday,5,435,8.4
AGE,ABK,afternoon,4,400,56.2
AGE,ABK,evening,4,696,16.3
AGF,AGR,morning,5,925,9.0
AGF,AGR,midday,3,354,17.6
AGF,AGR,afternoon,4,588,11.0
AGF,AGR,evening,4,360,15.3
AGG,ADY,morning,3,279,14.1
AGG,ADY,midday,5,480,13.6
AGG,ADY,afternoon,5,705,16.3
AGG,ADY,evening,4,796,6.0
AGG,AEI,morning,1,176,16.8
AGG,AEI,midday,1,115,6.4
AGG,AEI,afternoon,3,330,11.7
AGG,AEI,evening,1,77,11.2
AGH,ABK,morning,4,476,11.8
AGH,ABK,midday,1,146,12.2
AGH,ABK,afternoon,7,1281,60.4
AGH,ABK,evening,5,360,7.0
AGI,AAB,morning,4,312,14.8
AGI,AAB,midday,3,345,13.4
AGI,AAB,afternoon,5,400,20.8
AGI,AAB,evening,3,216,14.6
AGI,AEZ,morning,4,372,6.9
AGI,AEZ,midday,5,360,17.1
AGI,AEZ,afternoon,5,735,15.1
AGI,AEZ,evening,4,420,11.9
AGJ,ADY,morning,4,480,6.7
AGJ,ADY,midday,6,888,16.1
AGJ,ADY,afternoon,6,558,10.0
AGJ,ADY,evening,5,710,7.4
AGK,AGC,morning,4,388,13.5
AGK,AGC,midday,2,270,12.1
AGK,AGC,afternoon,4,524,18.3
AGK,AGC,evening,4,676,23.2
AGL,AGC,morning,1,141,10.6
AGL,AGC,midday,5,985,14.6
AGL,AGC,afternoon,5,920,3.8
AGL,AGC,evening,6,1044,15.5
AGM,ADY,morning,4,608,5.3
AGM,ADY,midday,5,885,6.2
AGM,ADY,afternoon,6,1020,18.0
AGM,ADY,evening,7,686,10.6
AGN,AGR,morning,4,404,11.2
AGN,AGR,midday,3,582,12.5
AGN,AGR,afternoon,4,444,7.5
AGN,AGR,evening,4,640,9.7
AGO,ADY,morning,5,570,16.4
AGO,ADY,midday,5,910,4.9
AGO,ADY,afternoon,4,508,7.7
AGO,ADY,evening,5,835,12.0
AGO,AGJ,morning,1,122,17.4
AGO,AGJ,midday,3,285,13.8
AGO,AGJ,afternoon,1,182,9.5
AGO,AGJ,evening,3,237,17.2
AGP,AAB,morning,6,684,7.8
AGP,AAB,midday,6,1062,18.5
AGP,AAB,afternoon,4,476,11.4
AGP,AAB,evening,6,834,16.5
AGP,AEZ,morning,5,975,12.0
AGP,AEZ,midday,4,588,8.7
AGP,AEZ,afternoon,6,756,12.5
AGP,AEZ,evening,6,1098,13.6
AGP,AFO,morning,6,1032,10.9
AGP,AFO,midday,9,1143,13.7
AGP,AFO,afternoon,10,900,11.1
AGP,AFO,evening,7,1106,13.2
AGQ,ADY,morning,1,131,14.5
AGQ,ADY,midday,4,608,11.1
AGQ,ADY,afternoon,3,450,10.6
AGQ,ADY,evening,6,924,11.3
AGR,AAB,morning,9,1053,14.2
AGR,AAB,midday,11,1859,20.4
AGR,AAB,afternoon,13,1807,60.7
AGR,AAB,evening,12,1032,15.9
AGR,AAC,morning,7,756,25.0
AGR,AAC,midday,7,756,14.0
AGR,AAC,afternoon,8,1208,60.3
AGR,AAC,evening,7,938,13.6
AGR,AAF,morning,5,735,8.9
AGR,AAF,midday,6,504,11.3
AGR,AAF,afternoon,8,960,61.6
AGR,AAF,evening,8,600,11.5
AGR,AAL,morning,7,875,13.7
AGR,AAL,midday,9,1548,11.2
AGR,AAL,afternoon,6,918,63.8
AGR,AAL,evening,8,1248,17.0
AGR,AAW,morning,8,568,13.1
AGR,AAW,midday,8,1240,10.7
AGR,AAW,afternoon,9,666,66.3
AGR,AAW,evening,7,686,15.6
AGR,AAX,morning,8,1568,4.4
AGR,AAX,midday,7,1281,11.9
AGR,AAX,afternoon,8,1408,57.4
AGR,AAX,evening,8,1416,16.9
AGR,AAY,morning,4,652,15.5
AGR,AAY,midday,4,604,13.5
AGR,AAY,afternoon,6,480,60.8
AGR,AAY,evening,5,550,13.1
AGR,ABF,morning,5,650,9.6
AGR,ABF,midday,8,864,8.9
AGR,ABF,afternoon,6,450,53.3
AGR,ABF,evening,6,426,15.0
AGR,ABK,morning,7,763,4.6
AGR,ABK,midday,10,1560,8.8
AGR,ABK,afternoon,10,1210,53.8
AGR,ABK,evening,10,1050,13.1
AGR,ACU,morning,7,1246,10.7
AGR,ACU,midday,5,635,15.2
AGR,ACU,afternoon,9,1602,57.2
AGR,ACU,evening,6,666,5.7
AGR,ADV,morning,5,475,8.8
AGR,ADV,midday,8,704,15.1
AGR,ADV,afternoon,10,1150,65.6
AGR,ADV,evening,7,665,14.4
AGR,ADW,morning,6,996,8.2
AGR,ADW,midday,8,1528,11.0
AGR,ADW,afternoon,9,1017,60.6
AGR,ADW,evening,5,920,14.5
AGR,ADY,morning,8,584,14.5
AGR,ADY,midday,9,1494,8.3
AGR,ADY,afternoon,11,1375,56.2
AGR,ADY,evening,9,1584,17.1
AGR,ADZ,morning,8,1176,15.0
AGR,ADZ,midday,6,714,12.1
AGR,ADZ,afternoon,8,880,57.4
AGR,ADZ,evening,6,1152,3.3
AGR,AEF,morning,8,1312,10.8
AGR,AEF,midday,8,1264,10.4
AGR,AEF,afternoon,10,1970,52.9
AGR,AEF,evening,6,732,14.5
AGR,AEL,morning,6,1074,13.2
AGR,AEL,midday,5,740,2.9
AGR,AEL,afternoon,9,1341,59.8
AGR,AEL,evening,6,786,10.1
AGR,AEZ,morning,9,1746,14.8
AGR,AEZ,midday,11,814,7.2
AGR,AEZ,afternoon,12,984,51.5
AGR,AEZ,evening,11,1353,12.3
AGR,AFB,morning,7,1120,13.2
AGR,AFB,midday,7,1036,12.7
AGR,AFB,afternoon,9,1134,52.7
AGR,AFB,evening,6,1188,6.4
AGR,AFG,morning,7,1141,3.6
AGR,AFG,midday,8,688,12.3
AGR,AFG,afternoon,6,684,58.7
AGR,AFG,evening,8,608,13.0
AGR,AFM,morning,8,1504,11.1
AGR,AFM,midday,7,532,10.9
AGR,AFM,afternoon,9,1008,55.6
AGR,AFM,evening,6,582,13.2
AGR,AFV,morning,5,605,9.8
AGR,AFV,midday,8,944,13.7
AGR,AFV,afternoon,8,1264,67.6
AGR,AFV,evening,7,588,8.0
AGR,AGF,morning,7,931,11.2
AGR,AGF,midday,7,1057,14.9
AGR,AGF,afternoon,8,656,57.1
AGR,AGF,evening,7,924,9.3
AGR,AGN,morning,8,1328,5.9
AGR,AGN,midday,7,595,7.6
AGR,AGN,afternoon,9,972,53.4
AGR,AGN,evening,5,605,6.4
AGR,AGV,morning,8,1144,7.8
AGR,AGV,midday,5,700,7.0
AGR,AGV,afternoon,9,1755,55.0
AGR,AGV,evening,7,1365,17.6
AGR,AGW,morning,7,1057,5.9
AGR,AGW,midday,5,850,13.8
AGR,AGW,afternoon,8,952,48.5
AGR,AGW,evening,7,1302,9.3
AGR,AGY,morning,9,1773,14.3
AGR,AGY,midday,6,1104,12.2
AGR,AGY,afternoon,10,1120,57.4
AGR,AGY,evening,7,1309,18.2
AGR,AGZ,morning,6,1194,5.3
AGR,AGZ,midday,7,1071,6.7
AGR,AGZ,afternoon,8,1384,59.3
AGR,AGZ,evening,9,1026,20.4
AGR,AHI,morning,5,580,14.7
AGR,AHI,midday,6,1116,13.1
AGR,AHI,afternoon,8,1072,53.0
AGR,AHI,evening,9,1737,6.7
