from_id,to_id,period,amount,acts,aid_type,cross_block
P169,P207,during,8.7,1,money,1
P169,P179,during,34.8,1,money,1
P169,P044,during,24.9,1,food,0
P169,P034,during,30.3,1,info,0
P169,P077,during,61.6,1,info,0
P169,P047,during,109.5,3,food,0
P169,O020,during,26.6,1,food,1
P169,P068,during,32.2,1,food,0
P169,P163,during,11.6,1,info,1
P169,P217,during,16.3,1,money,1
P169,O014,during,42.0,1,food,1
P170,P178,during,12.7,1,shelter,0
P170,O023,during,19.8,1,food,0
P170,P202,during,74.7,2,info,0
P170,O025,during,15.6,1,food,0
P170,P093,during,11.9,1,food,1
P170,P191,during,67.1,2,shelter,0
P170,P143,during,17.8,1,food,0
P170,P137,during,20.7,1,shelter,0
P171,P063,during,41.4,1,food,1
P171,P047,during,48.7,1,food,0
P171,O002,during,65.7,1,info,1
P172,P082,during,80.4,2,shelter,0
P172,P148,during,40.0,1,shelter,0
P172,P090,during,50.4,1,info,0
P172,P210,during,175.1,1,money,0
P172,P211,during,49.5,1,info,1
P172,O008,during,54.2,1,info,0
P172,P222,during,14.1,1,info,0
P173,P190,during,105.0,2,food,0
P173,P153,during,34.5,1,info,0
P173,P115,during,52.9,1,food,0
P173,P204,during,15.0,1,info,0
P174,O023,during,53.4,1,info,0
P174,P023,during,34.2,1,food,0
P174,P178,during,73.1,1,shelter,0
P174,P219,during,45.6,1,money,0
P174,P171,during,57.3,1,food,1
P174,P137,during,70.3,1,info,0
P174,P009,during,71.9,1,food,1
P174,P170,during,86.8,2,shelter,0
P174,P101,during,99.6,1,money,0
P174,P006,during,139.5,1,info,0
P175,O019,during,17.7,1,money,0
P175,P204,during,144.2,2,info,0
P175,P153,during,75.2,1,info,0
P175,P071,during,51.8,1,food,0
P175,P083,during,7.5,1,shelter,1
P175,P059,during,66.7,1,shelter,0
P175,P196,during,30.2,1,money,0
P175,P084,during,52.8,1,food,0
P175,P184,during,11.8,1,food,1
P175,O012,during,37.0,1,info,0
P175,P221,during,36.4,1,info,1
P175,P009,during,11.8,1,info,1
P175,P145,during,42.6,1,food,1
P175,P002,during,26.0,1,money,1
P176,P071,during,58.3,1,food,1
P176,P218,during,39.3,1,money,0
P176,P085,during,16.9,1,food,0
P176,P147,during,22.6,1,shelter,1
P176,P030,during,44.3,1,shelter,1
P176,P027,during,14.9,1,shelter,1
P177,P204,during,45.4,1,money,1
P177,O022,during,41.4,1,info,0
P177,P203,during,39.0,2,food,0
P177,P038,during,7.9,1,info,0
P177,P072,during,62.6,2,shelter,0
P177,P015,during,49.8,1,info,0
P178,P100,during,5.1,1,info,0
P178,P170,during,11.0,1,money,0
P178,P162,during,83.5,2,food,0
P178,P101,during,40.4,1,food,0
P178,P104,during,38.9,2,food,0
P178,P012,during,40.5,2,shelter,0
P178,P132,during,51.8,1,info,0
P179,P110,during,24.7,1,info,0
P179,P019,during,30.5,1,money,0
P179,P152,during,26.9,1,info,0
P179,P014,during,68.7,1,food,0
P179,P206,during,17.3,1,money,1
P179,P045,during,43.7,1,food,0
P180,P007,during,42.8,1,food,0
P180,P216,during,7.1,1,food,0
P180,P043,during,25.9,1,money,0
P180,P215,during,21.1,2,info,0
P180,P102,during,55.3,1,food,0
P180,P064,during,21.8,1,food,0
P180,P159,during,13.6,1,info,0
P180,O010,during,81.7,1,money,0
P180,P211,during,90.2,2,shelter,0
P180,O001,during,74.2,1,info,0
P181,P096,during,40.0,1,shelter,1
P181,P168,during,158.2,1,info,0
P181,P152,during,15.1,1,food,0
P181,P182,during,19.5,1,info,0
P182,P025,during,22.5,1,info,0
P182,P152,during,20.4,1,shelter,0
P182,P019,during,192.9,2,food,0
P182,P110,during,115.3,2,food,0
P182,P042,during,122.7,2,money,0
P182,P210,during,46.6,1,money,1
P182,P214,during,74.2,1,money,0
P182,P222,during,96.1,1,food,1
P182,P003,during,79.7,1,food,0
P182,P203,during,77.0,1,money,1
P182,P017,during,31.0,1,food,1
P183,P062,during,22.0,1,food,0
P183,P124,during,215.2,1,food,0
P183,P177,during,55.7,1,shelter,0
P183,P211,during,59.3,2,shelter,1
P183,O008,during,108.2,2,money,0
P183,P072,during,51.5,1,money,0
P183,P093,during,42.9,1,food,0
P183,P027,during,63.1,1,food,0
P183,P082,during,19.1,1,shelter,0
P183,P142,during,23.8,1,shelter,0
P183,O009,during,114.1,1,info,0
P184,P047,during,14.5,1,info,0
P184,P011,during,17.4,1,money,0
P184,P003,during,11.6,1,info,1
P184,P113,during,5.9,1,shelter,0
P184,P110,during,34.2,1,food,1
P184,P105,during,68.2,1,food,1
P185,P211,during,13.2,1,food,0
P185,P064,during,7.2,1,food,0
P185,P215,during,58.7,1,money,0
P186,P123,during,42.9,1,food,1
P186,O007,during,261.8,2,shelter,0
P186,P007,during,98.5,1,info,1
P186,P165,during,125.9,1,money,0
P186,P058,during,81.5,1,money,0
P187,P093,during,35.0,1,food,1
P187,P066,during,34.8,1,shelter,1
P187,P206,during,6.0,1,shelter,1
P188,P125,during,55.6,1,shelter,0
P188,P184,during,93.3,1,food,1
P189,O008,during,53.9,1,info,1
P189,P159,during,86.1,1,food,0
P189,O001,during,55.6,2,food,0
P189,O014,during,36.1,1,info,0
P189,P216,during,60.3,1,info,0
P189,O010,during,17.8,1,info,0
P190,P187,during,76.9,1,food,1
P190,P163,during,12.0,1,money,0
P190,P153,during,36.0,1,info,0
P190,P131,during,37.1,2,money,0
P190,O008,during,41.7,1,info,1
P190,P204,during,31.2,1,info,0
P190,O019,during,51.8,2,food,0
P190,P016,during,5.5,1,food,0
P190,O012,during,24.7,2,shelter,0
P191,P202,during,73.3,1,shelter,0
P191,P025,during,45.1,1,info,1
P191,P023,during,2.2,1,food,0
P191,P137,during,82.2,1,info,0
P191,P162,during,113.4,1,food,0
P191,P170,during,191.7,1,info,0
P191,P101,during,94.8,2,info,0
P191,P157,during,15.4,1,shelter,1
P191,O023,during,13.8,1,food,0
P191,P100,during,120.3,2,shelter,0
P191,P211,during,29.1,1,food,1
P191,P178,during,32.6,1,money,0
P191,P093,during,25.4,1,money,1
P191,P198,during,126.8,1,info,1
P192,P074,during,11.3,1,food,0
P192,P128,during,21.6,1,info,0
P192,P046,during,43.2,1,food,1
P192,P206,during,19.2,1,money,0
P192,P036,during,7.0,1,food,0
P193,P207,during,9.0,1,food,0
P193,P009,during,84.2,1,info,0
P193,P211,during,13.3,1,info,1
P193,P037,during,121.1,1,food,0
P193,P222,during,29.9,1,food,1
P193,P161,during,29.8,1,food,0
P193,P031,during,26.5,1,money,1
P193,P017,during,51.5,1,info,1
P193,P069,during,3.9,1,food,0
P193,P218,during,17.8,1,food,0
P194,P042,during,17.9,1,food,0
P194,P110,during,33.1,1,food,0
P194,P009,during,11.6,1,info,1
P194,P144,during,27.9,1,info,1
P194,P214,during,16.0,1,money,0
P195,P033,during,34.9,1,food,1
P195,P084,during,129.0,1,food,0
P195,P196,during,37.6,1,money,0
P195,P211,during,25.8,1,food,1
P195,P051,during,19.8,1,food,0
P195,P053,during,33.7,1,shelter,1
P195,P152,during,43.3,1,food,1
P195,P063,during,40.7,1,food,1
P195,P190,during,32.3,1,money,0
P195,P131,during,12.3,1,food,0
P196,P118,during,74.5,1,info,1
P196,P199,during,28.2,1,shelter,0
P196,P200,during,9.7,1,food,1
P197,P063,during,63.8,1,food,0
P197,P065,during,60.2,1,food,0
P197,P165,during,27.6,1,food,0
P197,P034,during,11.2,1,money,1
P197,P115,during,17.8,1,info,1
P197,P158,during,78.0,1,shelter,0
P197,P066,during,30.7,1,food,0
P197,P013,during,33.9,1,money,0
P198,P110,during,148.7,2,food,0
P198,P214,during,20.2,1,money,0
P198,P053,during,3.7,1,info,0
P198,P168,during,69.7,1,food,0
P198,P014,during,43.3,1,food,0
P198,P212,during,37.2,1,food,1
P198,P024,during,200.4,3,food,0
P198,P056,during,57.7,1,food,0
P198,P083,during,89.6,1,info,0
P198,P034,during,113.4,1,shelter,1
P198,P025,during,61.0,1,info,0
P198,P033,during,123.7,1,shelter,1
P198,P046,during,45.4,1,info,0
P199,O019,during,72.5,1,food,0
P199,P213,during,5.0,1,food,0
P199,P204,during,51.1,1,shelter,0
P200,P147,during,17.5,1,info,0
P200,P127,during,8.7,1,food,0
P200,P047,during,30.4,1,food,0
P200,P022,during,11.5,1,food,0
P200,P031,during,58.7,1,food,1
P201,P152,during,46.9,2,food,0
P201,P119,during,90.8,1,food,1
P202,P178,during,10.4,1,food,0
P202,P219,during,46.9,1,info,0
P203,P093,during,21.2,1,food,0
P203,P025,during,29.8,1,info,1
P203,P158,during,98.5,1,food,1
P203,P072,during,40.6,1,info,0
P203,P141,during,23.0,1,food,0
P203,P177,during,9.7,1,food,0
P203,P027,during,27.5,1,food,0
P203,P003,during,2.4,1,info,1
P203,P010,during,44.7,1,food,0
P203,P090,during,27.7,1,food,0
P203,P184,during,33.2,1,money,1
P204,O028,during,9.8,1,money,0
P204,P131,during,7.9,1,food,0
P204,P110,during,11.2,1,food,1
P204,P199,during,13.6,1,food,0
P204,O019,during,140.0,1,shelter,0
P204,P216,during,15.2,1,money,1
P205,P129,during,37.1,1,shelter,0
P205,P123,during,39.5,1,food,0
P205,P069,during,25.9,1,food,0
P205,P098,during,57.8,1,money,0
P205,P193,during,111.9,1,info,0
P205,O008,during,70.8,1,shelter,1
P206,P115,during,46.9,1,info,0
P206,O026,during,18.5,1,info,0
P206,P001,during,44.4,1,shelter,1
P206,O028,during,103.2,1,info,0
P207,P204,during,26.2,1,shelter,1
P207,P086,during,12.1,1,money,0
P207,P009,during,99.7,2,money,0
P207,P164,during,41.0,1,shelter,0
P207,P053,during,71.6,1,money,1
P207,P085,during,26.2,1,shelter,0
P208,O014,during,67.9,3,shelter,0
P208,P211,during,249.0,5,food,0
P208,O010,during,103.0,2,food,0
P208,P215,during,78.9,2,food,0
P208,P021,during,68.1,1,food,0
P208,P216,during,30.2,1,food,0
P208,P049,during,27.4,1,food,0
P208,P159,during,29.4,1,shelter,0
P209,P087,during,12.4,1,food,1
P209,P211,during,17.1,1,food,1
P209,P167,during,31.2,1,food,1
P209,P129,during,174.8,2,shelter,0
P209,P195,during,32.8,1,info,1
P209,P012,during,92.8,1,food,1
P209,P204,during,28.1,1,shelter,1
P209,P024,during,10.8,1,shelter,1
P209,P085,during,103.4,2,food,0
P209,O026,during,25.0,1,shelter,1
P209,P028,during,46.9,1,info,0
P209,P009,during,120.3,1,info,0
P209,O020,during,30.7,1,info,0
P209,O004,during,25.1,1,food,0
P209,P046,during,80.6,1,food,1
P209,P125,during,84.8,1,info,0
P209,P123,during,15.3,1,info,0
P209,P109,during,70.1,1,shelter,0
P210,P009,during,23.7,1,food,1
P210,P124,during,24.7,1,food,0
P210,P199,during,16.9,1,info,1
P210,P090,during,127.9,2,food,0
P210,P100,during,46.4,1,food,1
P210,P035,during,25.2,1,info,0
P210,O001,during,37.9,1,shelter,1
P210,O022,during,47.3,2,food,0
P211,P043,during,45.0,1,shelter,0
P211,P031,during,71.7,2,food,0
P211,P087,during,117.6,1,info,0
P211,O010,during,24.5,1,food,0
P211,P215,during,43.7,2,food,0
P211,O001,during,26.1,1,info,0
P211,P102,during,60.7,1,info,0
P211,P159,during,17.0,1,food,0
P212,P084,during,23.2,1,info,1
P212,P122,during,13.6,1,info,0
P212,P211,during,9.8,1,info,1
P212,P154,during,19.3,1,shelter,0
P212,P124,during,8.6,1,shelter,1
P212,O006,during,79.2,1,food,0
P212,P063,during,51.7,1,food,0
P212,P121,during,48.0,1,money,0
P212,P115,during,36.8,1,food,1
P213,P206,during,85.5,2,money,0
P213,P053,during,17.8,1,info,1
P213,O028,during,153.5,1,info,0
P213,P009,during,11.6,1,food,1
P213,P163,during,25.9,1,shelter,0
P214,P083,during,50.0,1,info,0
P214,P179,during,8.0,1,money,0
P214,P110,during,15.4,1,info,0
P214,P025,during,136.5,1,shelter,0
P214,P139,during,26.1,1,food,0
P214,P182,during,133.6,2,food,0
P214,P211,during,1.4,1,info,1
P214,P155,during,21.9,1,info,1
P214,P053,during,37.2,1,food,0
P214,P152,during,39.6,1,food,0
P215,P208,during,19.9,1,info,0
P216,O014,during,5.5,1,food,0
P216,P160,during,66.9,1,info,0
P216,O001,during,22.8,1,money,0
P216,P102,during,28.4,1,shelter,0
P217,P155,during,77.3,2,info,0
P217,P161,during,15.8,1,money,0
P217,P059,during,24.0,1,food,1
P217,O004,during,60.6,1,shelter,0
P217,P125,during,29.7,1,money,0
P217,P042,during,24.2,1,food,1
P217,P169,during,3.0,1,shelter,1
P218,P085,during,55.7,1,info,0
P218,P110,during,41.3,1,shelter,1
P218,P086,during,30.3,1,shelter,0
P218,O023,during,44.1,1,shelter,1
P218,P154,during,74.7,1,info,1
P218,O020,during,47.0,1,food,0
P218,P211,during,79.9,1,food,1
P218,P009,during,67.1,2,food,0
P218,P155,during,83.2,1,info,0
P219,P100,during,61.4,1,food,0
P219,P137,during,39.9,2,food,0
P219,P143,during,9.5,1,money,0
P220,P066,during,35.7,1,food,1
P220,O021,during,45.4,1,shelter,1
P220,P027,during,35.4,1,info,0
P220,P053,during,17.8,1,shelter,1
P220,O001,during,26.5,1,money,1
P220,O014,during,17.0,1,money,1
P220,P090,during,79.2,2,food,0
P220,O012,during,68.1,1,food,1
P220,P155,during,20.8,1,money,1
P220,P093,during,83.5,1,food,0
P220,P148,during,28.5,1,info,0
P220,P119,during,19.1,1,food,0
P220,P082,during,16.6,1,food,0
P220,P009,during,31.8,1,shelter,1
P220,O008,during,35.1,1,shelter,0
P220,P124,during,19.6,1,food,0
P221,P114,during,15.0,1,food,1
P221,P147,during,94.8,2,info,0
P221,O018,during,32.8,1,food,1
P221,P184,during,41.5,2,money,0
P221,P195,during,7.3,1,shelter,1
P221,P211,during,20.2,1,shelter,1
P221,P206,during,53.3,1,food,1
P221,P208,during,21.1,1,shelter,1
P221,P113,during,21.1,1,shelter,0
P221,P033,during,130.1,3,food,0
P221,P068,during,68.8,1,food,0
P221,P105,during,14.3,1,money,1
P221,P152,during,82.4,1,info,1
P221,P066,during,14.5,1,shelter,1
P221,P121,during,110.9,1,info,1
P221,O015,during,121.6,1,info,1
P222,P119,during,157.9,2,info,0
P222,P002,during,52.6,2,shelter,0
P222,P205,during,2.7,1,shelter,1
P222,P142,during,34.5,1,shelter,0
P222,P031,during,72.3,1,food,1
P222,P093,during,27.5,2,info,0
P222,O022,during,37.2,1,food,0
P222,P172,during,25.3,1,info,0
P222,P149,during,48.8,1,food,0
P222,O009,during,171.2,1,shelter,0
P222,P053,during,32.6,1,info,1
P222,P062,during,43.6,1,food,0
P222,P220,during,72.3,1,info,0
P222,O008,during,49.9,1,food,0
O001,P211,during,437.9,12,shelter,0
O001,P215,during,116.8,2,food,0
O001,P007,during,50.4,1,money,0
O001,P092,during,114.1,1,money,0
O001,P009,during,29.0,1,info,1
O001,O014,during,71.7,1,food,0
O001,O010,during,189.4,2,shelter,0
O001,P216,during,75.0,3,money,0
O001,P031,during,60.0,1,info,0
O001,P043,during,67.9,1,money,0
O002,P024,during,84.0,2,shelter,0
O002,P121,during,38.1,1,food,1
O002,P174,during,85.6,1,info,1
O002,P152,during,3.1,1,food,0
O002,P054,during,40.5,1,food,1
O002,P198,during,65.3,1,shelter,0
O002,O018,during,34.5,1,info,1
O002,P181,during,43.2,1,info,0
O002,P053,during,73.2,1,shelter,0
O002,O010,during,55.4,1,money,1
O002,P211,during,43.8,1,food,1
O003,P126,during,18.6,1,info,1
O003,P208,during,34.0,1,money,1
O003,P066,during,57.7,1,food,1
O003,P193,during,150.5,2,info,0
O003,P197,during,101.7,1,info,1
O003,O020,during,11.1,1,money,0
O003,P145,during,31.7,1,food,1
O003,P069,during,137.5,2,food,0
O003,P207,during,20.4,1,shelter,0
O003,O019,during,32.8,1,food,1
O003,P152,during,98.7,1,food,1
O003,P009,during,338.0,4,info,0
O003,P209,during,137.3,1,food,0
O003,P136,during,28.4,1,shelter,0
O003,P155,during,63.1,1,info,0
O003,P158,during,7.3,1,info,1
O003,P019,during,52.7,1,food,1
O003,P034,during,71.6,1,food,1
O003,P214,during,10.4,1,food,1
O004,P159,during,91.5,1,info,1
O004,P126,during,20.8,1,food,1
O004,P209,during,103.4,1,food,0
O004,P129,during,65.2,1,food,0
O004,P009,during,78.1,2,food,0
O004,P115,during,115.7,1,money,1
O004,P028,during,89.0,1,shelter,0
O004,P183,during,19.9,1,food,1
O004,P193,during,113.2,2,food,0
O004,P050,during,21.9,1,food,1
O005,P170,during,46.5,1,money,0
O005,P012,during,128.0,2,food,0
O005,P219,during,59.4,1,money,0
O005,O023,during,168.7,2,food,0
O005,P162,during,35.9,1,food,0
O005,P132,during,37.4,1,shelter,0
O005,P098,during,27.7,1,info,1
O005,O010,during,44.3,1,food,1
O005,P137,during,154.5,1,food,0
O006,P190,during,60.5,1,info,1
O006,P130,during,61.4,1,money,0
O006,P017,during,113.6,1,info,0
O006,P003,during,22.7,1,shelter,1
O006,P158,during,240.4,2,info,0
O006,O007,during,23.7,1,food,0
O006,P154,during,65.4,1,shelter,0
O006,O016,during,44.0,1,info,1
O006,P179,during,141.3,1,food,1
O006,P065,during,8.5,1,info,0
O006,O018,during,49.4,1,info,0
O007,P130,during,49.0,1,food,0
O007,O006,during,55.8,1,food,0
O007,P071,during,77.7,1,info,1
O007,P114,during,62.1,1,food,0
O007,P203,during,20.6,1,food,1
O007,P093,during,72.9,1,money,1
O007,O019,during,138.2,1,info,1
O007,P046,during,33.7,1,info,1
O007,P054,during,153.5,1,food,0
O007,P066,during,44.2,1,shelter,0
O007,P158,during,194.0,2,food,0
O007,O022,during,60.3,1,food,1
O007,P082,during,20.7,1,food,1
O007,P221,during,11.2,1,food,1
O007,P144,during,10.8,1,food,0
O007,P063,during,103.6,1,info,0
O007,P002,during,32.8,1,info,1
O007,P197,during,51.7,1,money,0
O008,P071,during,40.6,1,food,1
O008,P203,during,12.9,1,food,0
O008,P054,during,97.1,2,shelter,1
O008,P034,during,187.0,1,food,1
O008,P214,during,45.7,1,food,1
O008,O009,during,5.3,1,food,0
O008,P210,during,181.4,1,info,0
O008,P096,during,99.1,1,shelter,1
O008,O028,during,93.8,1,shelter,1
O008,P211,during,2.2,1,money,1
O008,O015,during,36.2,1,shelter,1
O009,P107,during,34.8,1,food,0
O009,P093,during,28.0,1,food,0
O009,P072,during,4.6,1,info,0
O009,O022,during,134.4,1,money,0
O010,P211,during,460.4,7,info,0
O010,P055,during,53.9,1,food,0
O010,P159,during,22.2,1,info,0
O010,P216,during,17.4,1,shelter,0
O010,P087,during,61.9,1,food,0
O010,P215,during,100.8,1,food,0
O010,P208,during,25.1,1,info,0
O010,O014,during,23.0,1,shelter,0
O011,P063,during,46.9,2,shelter,0
O011,P020,during,89.1,2,money,0
O011,P054,during,12.3,1,shelter,0
O011,P049,during,48.3,1,info,1
O011,P158,during,87.9,2,shelter,0
O011,O018,during,45.9,1,info,0
O011,P212,during,6.6,1,info,0
O011,O007,during,63.6,1,food,0
O011,P133,during,178.9,2,money,0
O011,P154,during,277.2,3,food,0
O011,P066,during,138.5,3,food,0
O011,P059,during,26.9,1,money,1
O011,P017,during,37.7,1,info,0
O011,P197,during,45.6,1,shelter,0
O011,O006,during,2.1,1,shelter,0
O011,P186,during,34.1,1,shelter,0
O011,P078,during,69.3,1,food,0
O011,P121,during,39.1,1,food,0
O012,P215,during,38.6,1,food,1
O012,P051,during,23.7,1,money,0
O012,P119,during,35.2,1,food,1
O012,O008,during,69.8,1,food,1
O012,O022,during,20.0,1,money,1
O013,P211,during,350.7,7,info,0
O013,P172,during,47.0,1,info,1
O013,P087,during,25.5,2,shelter,0
O013,O010,during,127.0,2,money,0
O013,P215,during,102.9,2,food,0
O013,O001,during,126.5,3,food,0
O013,O014,during,99.3,1,money,0
O013,P007,during,125.1,2,food,0
O013,P030,during,13.0,1,money,0
O013,P043,during,82.0,1,shelter,0
O013,P159,during,49.3,1,money,0
O013,P031,during,54.9,1,shelter,0
O014,P211,during,291.0,5,money,0
O014,O001,during,130.6,2,shelter,0
O014,P216,during,126.2,2,money,0
O014,P092,during,38.6,1,food,0
O014,P001,during,6.9,1,food,0
O014,P208,during,283.5,4,food,0
O014,P064,during,67.4,1,info,0
O014,P215,during,52.1,1,info,0
O015,P128,during,11.9,1,food,1
O015,P028,during,43.5,1,food,0
O015,P170,during,21.5,1,food,1
O015,P025,during,58.6,1,shelter,1
O015,P122,during,60.7,1,info,1
O015,P198,during,192.6,2,info,1
O015,P115,during,157.0,1,info,1
O015,O020,during,79.0,1,info,0
O015,P205,during,27.5,1,money,0
O015,P207,during,26.5,1,info,0
O015,P218,during,47.2,1,food,0
O015,P155,during,35.6,1,shelter,0
O015,P209,during,24.6,1,food,0
O016,P024,during,88.7,1,food,1
O016,P086,during,16.7,1,food,1
O016,P207,during,34.6,1,money,1
O016,P177,during,65.8,1,food,0
O016,P222,during,49.8,1,shelter,0
O016,P027,during,4.2,1,info,0
O016,P171,during,138.6,1,info,1
O016,P149,during,16.5,1,shelter,0
O016,P108,during,25.6,1,info,1
O016,O022,during,63.1,1,food,0
O016,P072,during,29.1,1,shelter,0
O016,P093,during,79.1,1,info,0
O017,P034,during,31.4,1,money,1
O017,P047,during,35.6,1,info,1
O017,P051,during,22.2,1,food,1
O017,P110,during,128.8,3,food,0
O017,P214,during,98.3,2,info,0
O017,P054,during,21.6,1,info,1
O017,P152,during,109.2,2,food,0
O017,P147,during,12.7,1,info,1
O017,P137,during,48.5,1,shelter,1
O017,P105,during,14.0,2,shelter,0
O017,P053,during,119.7,1,info,0
O017,P104,during,102.9,1,info,1
O017,P168,during,52.6,1,info,0
O017,P094,during,26.7,1,shelter,1
O017,P009,during,7.1,1,food,1
O017,P170,during,59.8,1,info,1
O017,P211,during,39.8,1,info,1
O017,P145,during,37.5,1,food,1
O017,P182,during,158.8,1,food,0
O017,P056,during,70.1,1,shelter,0
O018,P040,during,187.4,1,info,0
O018,P013,during,56.1,1,food,0
O018,P158,during,35.8,2,food,0
O018,P078,during,33.2,1,money,0
O018,P122,during,97.9,2,shelter,0
O018,P133,during,89.1,1,food,0
O018,P063,during,53.2,1,food,0
O018,O008,during,90.3,1,food,1
O018,P066,during,42.1,1,info,0
O018,P212,during,71.0,1,food,0
O018,P096,during,13.6,1,info,0
O018,P144,during,109.0,1,shelter,0
O019,P196,during,33.2,1,money,0
O019,P058,during,56.6,1,food,1
O019,P112,during,71.3,1,info,0
O019,P175,during,118.1,1,info,0
O019,P211,during,135.8,3,shelter,1
O019,P190,during,91.6,2,food,0
O019,O004,during,42.9,1,shelter,1
O019,P147,during,58.8,1,money,1
O019,P053,during,30.8,1,info,1
O019,P084,during,8.1,1,info,0
O019,P206,during,81.2,2,info,0
O019,P128,during,112.2,1,food,0
O019,P204,during,168.6,1,info,0
O019,P173,during,53.2,1,money,0
O019,P169,during,49.9,1,food,1
O019,P005,during,26.0,1,shelter,1
O020,P046,during,34.6,1,shelter,1
O020,P211,during,19.1,1,shelter,1
O020,P099,during,37.4,1,food,0
O021,P003,during,13.5,1,food,1
O021,P063,during,25.2,1,food,0
O021,P158,during,56.8,1,info,0
O021,P165,during,81.1,1,food,0
O021,P118,during,1.5,1,food,1
O021,P054,during,33.8,1,info,0
O021,P065,during,43.8,1,info,0
O021,P134,during,27.4,1,shelter,1
O021,P067,during,45.3,1,money,0
O021,P130,during,81.7,1,food,0
O021,O018,during,49.2,1,food,0
O021,P144,during,80.0,1,food,0
O021,P212,during,7.9,1,info,0
O022,P119,during,76.9,1,food,0
O022,P093,during,30.8,1,info,0
O022,P082,during,104.9,1,shelter,0
O022,P181,during,144.9,1,food,1
O022,P138,during,52.6,1,food,0
O022,O015,during,62.6,1,info,1
O022,P211,during,12.6,1,info,1
O022,P041,during,49.9,1,money,0
O022,P199,during,21.3,1,info,1
O022,P221,during,29.2,1,shelter,1
O023,P219,during,34.5,1,info,0
O023,P132,during,160.6,2,shelter,0
O023,P118,during,83.4,1,food,1
O023,P174,during,159.7,1,shelter,0
O023,P162,during,27.8,1,food,0
O023,P012,during,81.0,1,money,0
O023,P023,during,17.3,1,info,0
O023,P198,during,135.7,1,info,1
O023,P104,during,7.4,1,food,0
O023,P137,during,284.9,4,food,0
O023,P170,during,63.7,2,money,0
O023,P178,during,90.6,2,info,0
O023,P101,during,84.7,2,shelter,0
O023,P203,during,68.1,1,food,1
O023,P143,during,19.0,1,food,0
O024,P099,during,43.2,1,shelter,1
O024,P027,during,15.8,1,shelter,1
O024,P144,during,42.3,1,food,0
O024,P133,during,88.4,2,info,0
O024,O008,during,35.6,1,money,1
O024,P081,during,14.4,1,food,0
O024,P035,during,20.1,1,info,1
O024,P054,during,9.6,1,food,0
O025,O023,during,7.5,1,food,0
O025,P170,during,19.3,1,info,0
O025,P100,during,321.3,5,money,0
O025,P178,during,150.8,2,info,0
O025,P137,during,129.3,2,info,0
O026,P163,during,74.2,1,shelter,0
O027,P107,during,41.3,1,shelter,0
O027,P148,during,51.2,1,money,0
O027,P158,during,33.0,1,food,1
O027,P041,during,77.7,2,info,0
O027,P144,during,72.2,1,food,1
O027,P124,during,23.5,1,info,0
O027,P210,during,25.5,1,money,0
O027,P082,during,96.7,1,info,0
O027,P090,during,14.1,1,food,0
O027,P141,during,174.0,2,shelter,0
O027,P062,during,87.2,1,food,0
O027,O008,during,45.5,1,shelter,0
O028,O019,during,9.1,1,food,0
O028,P199,during,108.7,1,shelter,0
O028,P087,during,123.9,1,shelter,1
O028,P112,during,129.9,2,shelter,0
O028,P055,during,22.6,1,shelter,1
O028,P022,during,19.8,1,info,1
O028,P161,during,62.7,1,food,1
O028,P149,during,1.0,1,food,1
O028,P012,during,44.4,1,food,1
O028,P166,during,56.6,1,info,1
O028,P084,during,61.3,1,info,0
O028,P211,during,66.3,1,info,1
O028,O012,during,81.0,1,food,0
P001,P211,after,110.5,2,food,0
P001,P208,after,40.0,1,info,0
P001,O001,after,42.4,1,food,0
P001,P055,after,74.9,1,info,0
P001,P215,after,48.8,1,info,0
P001,O014,after,18.5,1,info,0
P002,P145,after,53.8,1,food,0
P002,P010,after,44.9,1,money,0
P002,P088,after,86.7,1,shelter,0
P003,P147,after,59.6,1,food,1
P003,P040,after,82.0,1,shelter,1
P003,P214,after,43.6,1,food,0
P004,P211,after,92.1,3,shelter,0
P004,P215,after,42.5,1,money,0
P004,P159,after,21.5,1,food,0
P007,O010,after,18.9,1,food,0
P007,P004,after,116.6,1,food,0
P007,P087,after,33.6,1,food,0
P007,P216,after,39.8,1,money,0
P008,P168,after,29.1,1,food,0
P008,P024,after,83.9,1,food,0
P008,P110,after,69.3,1,food,0
P008,P003,after,74.6,1,info,0
P009,P218,after,111.8,1,shelter,0
P010,O008,after,162.0,2,info,0
P010,P012,after,14.0,1,info,1
P012,P137,after,36.9,1,info,0
P012,P159,after,8.9,1,money,1
P012,P143,after,99.2,2,food,0
P012,P100,after,66.3,1,info,0
P013,P186,after,32.1,1,info,0
P013,P066,after,4.3,1,money,0
P013,O006,after,41.9,1,food,0
P013,P154,after,28.0,1,food,0
P013,P135,after,38.0,1,info,0
P014,P109,after,35.9,1,shelter,1
P015,P062,after,18.3,1,food,0
P015,P210,after,51.8,1,info,0
P015,P027,after,83.3,1,food,0
P016,P152,after,29.8,1,shelter,1
P016,P051,after,6.6,1,food,0
P016,P199,after,17.9,1,money,0
P016,P206,after,38.9,1,money,0
P017,O007,after,39.0,1,info,0
P017,P087,after,12.4,1,money,1
P017,P016,after,39.7,1,shelter,1
P017,P003,after,46.2,1,info,1
P017,P211,after,26.1,1,info,1
P018,P013,after,63.2,1,shelter,1
P018,P116,after,23.6,1,food,1
P018,P028,after,17.3,1,food,0
P019,P013,after,7.0,1,shelter,1
